AnimeBirthYM	animeDesc	BirthYM_dt	CCterm	ConceptDesc	ConceptBirthYM	TimingFlag	Connection
2022-04	シャドウバースF	2022-04-01	CC0121000	Talent	2021-10	BirthToPost	0
2022-04	ラブオールプレー	2022-04-01	CC0121000	Talent	2021-10	BirthToPost	0
2022-04	キャップ革命 ボトルマンDX	2022-04-01	CC0121000	Talent	2021-10	BirthToPost	0
2022-04	遊☆戯☆王ゴーラッシュ!!	2022-04-01	CC0121000	Talent	2021-10	BirthToPost	0
2022-04	ちいかわ	2022-04-01	CC0121000	Talent	2021-10	BirthToPost	0
2022-04	100秒でわかる名作劇場	2022-04-01	CC0121000	Talent	2021-10	BirthToPost	0
2022-04	アオアシ	2022-04-01	CC0121000	Talent	2021-10	BirthToPost	0
2022-04	キングダム（第4シリーズ）	2022-04-01	CC0121000	Talent	2021-10	BirthToPost	0
2022-04	サマータイムレンダ	2022-04-01	CC0121000	Talent	2021-10	BirthToPost	0
2022-04	カッコウの許嫁（Season1）	2022-04-01	CC0121000	Talent	2021-10	BirthToPost	0
2022-07	うたわれるもの 二人の白皇	2022-07-01	CC0121000	Talent	2021-10	BirthToPost	0
2022-07	惑星のさみだれ	2022-07-01	CC0121000	Talent	2021-10	BirthToPost	0
2022-09	デュエル・マスターズ WIN	2022-09-01	CC0121000	Talent	2021-10	BirthToPost	0
2022-10	僕のヒーローアカデミア（第6期）	2022-10-01	CC0121000	Talent	2021-10	BirthToPost	0
2022-10	ぷにるんず	2022-10-01	CC0121000	Talent	2021-10	BirthToPost	0
2022-10	まめきちまめこニートの日常	2022-10-01	CC0121000	Talent	2021-10	BirthToPost	0
2022-10	ブルーロック	2022-10-01	CC0121000	Talent	2021-10	BirthToPost	1
2022-10	弱虫ペダル LIMIT BREAK	2022-10-01	CC0121000	Talent	2021-10	BirthToPost	1
2022-10	永久少年 Eternal Boys	2022-10-01	CC0121000	Talent	2021-10	BirthToPost	1
2022-10	クールドジ男子	2022-10-01	CC0121000	Talent	2021-10	BirthToPost	0
2019-01	どろろ（第2作）	2019-01-01	CC0122000	Model	2019-11	PreToBirth	0
2019-01	盾の勇者の成り上がり	2019-01-01	CC0122000	Model	2019-11	PreToBirth	0
2019-02	スター☆トゥインクルプリキュア	2019-02-01	CC0122000	Model	2019-11	PreToBirth	0
2019-02	今日もツノがある	2019-02-01	CC0122000	Model	2019-11	PreToBirth	0
2019-04	爆丸 バトルプラネット	2019-04-01	CC0122000	Model	2019-11	PreToBirth	0
2019-04	この世の果てで恋を唄う少女YU-NO	2019-04-01	CC0122000	Model	2019-11	PreToBirth	0
2019-04	ダイヤのA actII	2019-04-01	CC0122000	Model	2019-11	PreToBirth	0
2019-04	妖怪ウォッチ!	2019-04-01	CC0122000	Model	2019-11	PreToBirth	0
2019-04	鬼滅の刃	2019-04-01	CC0122000	Model	2019-11	PreToBirth	0
2019-04	けだまのゴンじろー	2019-04-01	CC0122000	Model	2019-11	PreToBirth	0
2019-04	フルーツバスケット（第2作）	2019-04-01	CC0122000	Model	2019-11	PreToBirth	0
2019-04	MIX	2019-04-01	CC0122000	Model	2019-11	PreToBirth	0
2019-04	デュエル・マスターズ!!	2019-04-01	CC0122000	Model	2019-11	PreToBirth	0
2019-04	ジモトがジャパン	2019-04-01	CC0122000	Model	2019-11	PreToBirth	0
2019-04	キャロル&チューズデイ	2019-04-01	CC0122000	Model	2019-11	PreToBirth	1
2019-04	Bラッパーズ ストリート	2019-04-01	CC0122000	Model	2019-11	PreToBirth	1
2019-07	Dr.STONE	2019-07-01	CC0122000	Model	2019-11	PreToBirth	0
2019-07	炎炎ノ消防隊	2019-07-01	CC0122000	Model	2019-11	PreToBirth	0
2019-07	あんさんぶるスターズ!	2019-07-01	CC0122000	Model	2019-11	PreToBirth	1
2019-07	ヴィンランド・サガ	2019-07-01	CC0122000	Model	2019-11	PreToBirth	0
2019-10	あひるの空	2019-10-01	CC0122000	Model	2019-11	PreToBirth	0
2019-10	ゾイドワイルド ZERO	2019-10-01	CC0122000	Model	2019-11	PreToBirth	0
2019-10	アイカツオンパレード!	2019-10-01	CC0122000	Model	2019-11	PreToBirth	1
2019-10	耐え子の日常（第1期）	2019-10-01	CC0122000	Model	2019-11	PreToBirth	0
2019-10	ファンタシースターオンライン2 エピソード・オラクル	2019-10-01	CC0122000	Model	2019-11	PreToBirth	0
2019-10	七つの大罪 神々の逆鱗	2019-10-01	CC0122000	Model	2019-11	PreToBirth	0
2019-10	歌舞伎町シャーロック	2019-10-01	CC0122000	Model	2019-11	PreToBirth	0
2019-10	僕のヒーローアカデミア（第4期）	2019-10-01	CC0122000	Model	2019-11	PreToBirth	0
2019-10	ちはやふる3	2019-10-01	CC0122000	Model	2019-11	PreToBirth	0
2019-11	ポケットモンスター（2019年）	2019-11-01	CC0122000	Model	2019-11	PreToBirth	0
2019-12	妖怪学園Y 〜Nとの遭遇〜	2019-12-01	CC0122000	Model	2019-11	BirthToPost	0
2020-01	りばあす	2020-01-01	CC0122000	Model	2019-11	BirthToPost	0
2020-01	プランダラ	2020-01-01	CC0122000	Model	2019-11	BirthToPost	0
2020-01	とある科学の超電磁砲T	2020-01-01	CC0122000	Model	2019-11	BirthToPost	0
2020-01	ケンガンアシュラ	2020-01-01	CC0122000	Model	2019-11	BirthToPost	0
2020-02	ヒーリングっど♥プリキュア	2020-02-01	CC0122000	Model	2019-11	BirthToPost	0
2020-04	メジャーセカンド（第2期）	2020-04-01	CC0122000	Model	2019-11	BirthToPost	0
2020-04	遊☆戯☆王SEVENS	2020-04-01	CC0122000	Model	2019-11	BirthToPost	0
2020-04	デジモンアドベンチャー:	2020-04-01	CC0122000	Model	2019-11	BirthToPost	0
2020-04	デュエル・マスターズ キング	2020-04-01	CC0122000	Model	2019-11	BirthToPost	0
2020-04	ミュークルドリーミー	2020-04-01	CC0122000	Model	2019-11	BirthToPost	0
2020-04	ガル学。～聖ガールズスクエア学院～	2020-04-01	CC0122000	Model	2019-11	BirthToPost	1
2020-04	キングダム（第3シリーズ）	2020-04-01	CC0122000	Model	2019-11	BirthToPost	0
2020-04	ぽっこりーず	2020-04-01	CC0122000	Model	2019-11	BirthToPost	0
2020-04	シャドウバース	2020-04-01	CC0122000	Model	2019-11	BirthToPost	0
2020-04	フルーツバスケット（第2作 2nd season）	2020-04-01	CC0122000	Model	2019-11	BirthToPost	0
2020-04	無限の住人 -IMMORTAL-	2020-04-01	CC0122000	Model	2019-11	BirthToPost	0
2020-07	おばけずかん	2020-07-01	CC0122000	Model	2019-11	BirthToPost	0
2020-07	耐え子の日常（第2期）	2020-07-01	CC0122000	Model	2019-11	BirthToPost	0
2020-07	炎炎ノ消防隊 弐ノ章	2020-07-01	CC0122000	Model	2019-11	BirthToPost	0
2020-09	ふしぎ駄菓子屋 銭天堂	2020-09-01	CC0122000	Model	2019-11	BirthToPost	0
2020-10	ひぐらしのなく頃に 業	2020-10-01	CC0122000	Model	2019-11	BirthToPost	0
2020-10	犬と猫どっちも飼ってると毎日たのしい	2020-10-01	CC0122000	Model	2019-11	BirthToPost	0
2020-10	呪術廻戦（第1期）	2020-10-01	CC0122000	Model	2019-11	BirthToPost	0
2020-10	ドラゴンクエスト ダイの大冒険（第2作）	2020-10-01	CC0122000	Model	2019-11	BirthToPost	0
2020-10	半妖の夜叉姫	2020-10-01	CC0122000	Model	2019-11	BirthToPost	0
2020-10	おそ松さん（第3期）	2020-10-01	CC0122000	Model	2019-11	BirthToPost	0
2022-01	CUE!	2022-01-01	CC0122100	Photo Shoot Model	2023-01	PreToBirth	1
2022-01	ニンジャラ	2022-01-01	CC0122100	Photo Shoot Model	2023-01	PreToBirth	0
2022-02	デリシャスパーティ♡プリキュア	2022-02-01	CC0122100	Photo Shoot Model	2023-01	PreToBirth	0
2022-04	シャドウバースF	2022-04-01	CC0122100	Photo Shoot Model	2023-01	PreToBirth	0
2022-04	ラブオールプレー	2022-04-01	CC0122100	Photo Shoot Model	2023-01	PreToBirth	0
2022-04	キャップ革命 ボトルマンDX	2022-04-01	CC0122100	Photo Shoot Model	2023-01	PreToBirth	0
2022-04	遊☆戯☆王ゴーラッシュ!!	2022-04-01	CC0122100	Photo Shoot Model	2023-01	PreToBirth	0
2022-04	ちいかわ	2022-04-01	CC0122100	Photo Shoot Model	2023-01	PreToBirth	0
2022-04	100秒でわかる名作劇場	2022-04-01	CC0122100	Photo Shoot Model	2023-01	PreToBirth	0
2022-04	アオアシ	2022-04-01	CC0122100	Photo Shoot Model	2023-01	PreToBirth	0
2022-04	キングダム（第4シリーズ）	2022-04-01	CC0122100	Photo Shoot Model	2023-01	PreToBirth	0
2022-04	サマータイムレンダ	2022-04-01	CC0122100	Photo Shoot Model	2023-01	PreToBirth	0
2022-04	カッコウの許嫁（Season1）	2022-04-01	CC0122100	Photo Shoot Model	2023-01	PreToBirth	0
2022-07	うたわれるもの 二人の白皇	2022-07-01	CC0122100	Photo Shoot Model	2023-01	PreToBirth	0
2022-07	惑星のさみだれ	2022-07-01	CC0122100	Photo Shoot Model	2023-01	PreToBirth	0
2022-09	デュエル・マスターズ WIN	2022-09-01	CC0122100	Photo Shoot Model	2023-01	PreToBirth	0
2022-10	僕のヒーローアカデミア（第6期）	2022-10-01	CC0122100	Photo Shoot Model	2023-01	PreToBirth	0
2022-10	ぷにるんず	2022-10-01	CC0122100	Photo Shoot Model	2023-01	PreToBirth	0
2022-10	まめきちまめこニートの日常	2022-10-01	CC0122100	Photo Shoot Model	2023-01	PreToBirth	0
2022-10	ブルーロック	2022-10-01	CC0122100	Photo Shoot Model	2023-01	PreToBirth	0
2022-10	弱虫ペダル LIMIT BREAK	2022-10-01	CC0122100	Photo Shoot Model	2023-01	PreToBirth	0
2022-10	永久少年 Eternal Boys	2022-10-01	CC0122100	Photo Shoot Model	2023-01	PreToBirth	0
2022-10	クールドジ男子	2022-10-01	CC0122100	Photo Shoot Model	2023-01	PreToBirth	0
2022-12	僕とロボコ	2022-12-01	CC0122100	Photo Shoot Model	2023-01	PreToBirth	0
2023-01	ヴィンランド・サガ SEASON2	2023-01-01	CC0122100	Photo Shoot Model	2023-01	PreToBirth	0
2023-01	BASTARD!! -暗黒の破壊神-	2023-01-01	CC0122100	Photo Shoot Model	2023-01	PreToBirth	0
2023-02	ひろがるスカイ!プリキュア	2023-02-01	CC0122100	Photo Shoot Model	2023-01	BirthToPost	0
2023-04	MIX MEISEI STORY 2ND SEASON〜二度目の夏、空の向こうへ〜	2023-04-01	CC0122100	Photo Shoot Model	2023-01	BirthToPost	0
2023-04	EDENS ZERO（第2期）	2023-04-01	CC0122100	Photo Shoot Model	2023-01	BirthToPost	0
2023-04	TIGER & BUNNY 2	2023-04-01	CC0122100	Photo Shoot Model	2023-01	BirthToPost	0
2023-04	逃走中 グレートミッション	2023-04-01	CC0122100	Photo Shoot Model	2023-01	BirthToPost	0
2023-04	ぼさにまる	2023-04-01	CC0122100	Photo Shoot Model	2023-01	BirthToPost	0
2023-04	青のオーケストラ（第1期）	2023-04-01	CC0122100	Photo Shoot Model	2023-01	BirthToPost	0
2023-04	ポケットモンスター（2023）	2023-04-01	CC0122100	Photo Shoot Model	2023-01	BirthToPost	0
2023-04	贄姫と獣の王	2023-04-01	CC0122100	Photo Shoot Model	2023-01	BirthToPost	0
2023-07	るろうに剣心 -明治剣客浪漫譚-（第2作 序幕東京）	2023-07-01	CC0122100	Photo Shoot Model	2023-01	BirthToPost	0
2023-07	シャドウバースF セブンシャドウズ編	2023-07-01	CC0122100	Photo Shoot Model	2023-01	BirthToPost	0
2023-07	ダークギャザリング	2023-07-01	CC0122100	Photo Shoot Model	2023-01	BirthToPost	0
2023-07	Helck	2023-07-01	CC0122100	Photo Shoot Model	2023-01	BirthToPost	0
2023-09	チキップダンサーズ（第3期）	2023-09-01	CC0122100	Photo Shoot Model	2023-01	BirthToPost	0
2023-09	葬送のフリーレン（第1期）	2023-09-01	CC0122100	Photo Shoot Model	2023-01	BirthToPost	0
2023-10	キャプテン翼シーズン2 ジュニアユース編	2023-10-01	CC0122100	Photo Shoot Model	2023-01	BirthToPost	0
2023-10	シャングリラ・フロンティア（1st season）	2023-10-01	CC0122100	Photo Shoot Model	2023-01	BirthToPost	0
2023-10	範馬刃牙（第2期）	2023-10-01	CC0122100	Photo Shoot Model	2023-01	BirthToPost	0
2023-10	ラグナクリムゾン	2023-10-01	CC0122100	Photo Shoot Model	2023-01	BirthToPost	0
2023-10	BEYBLADE X	2023-10-01	CC0122100	Photo Shoot Model	2023-01	BirthToPost	0
2023-10	アンデッドアンラック	2023-10-01	CC0122100	Photo Shoot Model	2023-01	BirthToPost	0
2023-10	七つの大罪 黙示録の四騎士（第1期）	2023-10-01	CC0122100	Photo Shoot Model	2023-01	BirthToPost	0
2023-10	薬屋のひとりごと（第1期）	2023-10-01	CC0122100	Photo Shoot Model	2023-01	BirthToPost	0
2024-01	ダンジョン飯	2024-01-01	CC0122100	Photo Shoot Model	2023-01	BirthToPost	0
2024-01	月が導く異世界道中（第二幕）	2024-01-01	CC0122100	Photo Shoot Model	2023-01	BirthToPost	0
2021-07	SCARLET NEXUS	2021-07-01	CC0123000	Influencer	2022-06	PreToBirth	0
2021-07	白い砂のアクアトープ	2021-07-01	CC0123000	Influencer	2022-06	PreToBirth	0
2021-10	半妖の夜叉姫 弐の章	2021-10-01	CC0123000	Influencer	2022-06	PreToBirth	0
2021-10	舞妓さんちのまかないさん（Eテレ版）	2021-10-01	CC0123000	Influencer	2022-06	PreToBirth	0
2021-10	デジモンゴーストゲーム	2021-10-01	CC0123000	Influencer	2022-06	PreToBirth	0
2021-10	ワッチャプリマジ!	2021-10-01	CC0123000	Influencer	2022-06	PreToBirth	0
2021-10	チキップダンサーズ（第1期）	2021-10-01	CC0123000	Influencer	2022-06	PreToBirth	0
2021-10	プラチナエンド	2021-10-01	CC0123000	Influencer	2022-06	PreToBirth	0
2021-10	ルパン三世 PART6	2021-10-01	CC0123000	Influencer	2022-06	PreToBirth	0
2022-01	CUE!	2022-01-01	CC0123000	Influencer	2022-06	PreToBirth	1
2022-01	ニンジャラ	2022-01-01	CC0123000	Influencer	2022-06	PreToBirth	0
2022-02	デリシャスパーティ♡プリキュア	2022-02-01	CC0123000	Influencer	2022-06	PreToBirth	0
2022-04	シャドウバースF	2022-04-01	CC0123000	Influencer	2022-06	PreToBirth	0
2022-04	ラブオールプレー	2022-04-01	CC0123000	Influencer	2022-06	PreToBirth	0
2022-04	キャップ革命 ボトルマンDX	2022-04-01	CC0123000	Influencer	2022-06	PreToBirth	0
2022-04	遊☆戯☆王ゴーラッシュ!!	2022-04-01	CC0123000	Influencer	2022-06	PreToBirth	0
2022-04	ちいかわ	2022-04-01	CC0123000	Influencer	2022-06	PreToBirth	0
2022-04	100秒でわかる名作劇場	2022-04-01	CC0123000	Influencer	2022-06	PreToBirth	0
2022-04	アオアシ	2022-04-01	CC0123000	Influencer	2022-06	PreToBirth	0
2022-04	キングダム（第4シリーズ）	2022-04-01	CC0123000	Influencer	2022-06	PreToBirth	0
2022-04	サマータイムレンダ	2022-04-01	CC0123000	Influencer	2022-06	PreToBirth	0
2022-04	カッコウの許嫁（Season1）	2022-04-01	CC0123000	Influencer	2022-06	PreToBirth	0
2022-07	うたわれるもの 二人の白皇	2022-07-01	CC0123000	Influencer	2022-06	BirthToPost	0
2022-07	惑星のさみだれ	2022-07-01	CC0123000	Influencer	2022-06	BirthToPost	0
2022-09	デュエル・マスターズ WIN	2022-09-01	CC0123000	Influencer	2022-06	BirthToPost	0
2022-10	僕のヒーローアカデミア（第6期）	2022-10-01	CC0123000	Influencer	2022-06	BirthToPost	0
2022-10	ぷにるんず	2022-10-01	CC0123000	Influencer	2022-06	BirthToPost	0
2022-10	まめきちまめこニートの日常	2022-10-01	CC0123000	Influencer	2022-06	BirthToPost	0
2022-10	ブルーロック	2022-10-01	CC0123000	Influencer	2022-06	BirthToPost	0
2022-10	弱虫ペダル LIMIT BREAK	2022-10-01	CC0123000	Influencer	2022-06	BirthToPost	0
2022-10	永久少年 Eternal Boys	2022-10-01	CC0123000	Influencer	2022-06	BirthToPost	0
2022-10	クールドジ男子	2022-10-01	CC0123000	Influencer	2022-06	BirthToPost	0
2022-12	僕とロボコ	2022-12-01	CC0123000	Influencer	2022-06	BirthToPost	0
2023-01	ヴィンランド・サガ SEASON2	2023-01-01	CC0123000	Influencer	2022-06	BirthToPost	0
2023-01	BASTARD!! -暗黒の破壊神-	2023-01-01	CC0123000	Influencer	2022-06	BirthToPost	0
2023-02	ひろがるスカイ!プリキュア	2023-02-01	CC0123000	Influencer	2022-06	BirthToPost	0
2023-04	MIX MEISEI STORY 2ND SEASON〜二度目の夏、空の向こうへ〜	2023-04-01	CC0123000	Influencer	2022-06	BirthToPost	0
2023-04	EDENS ZERO（第2期）	2023-04-01	CC0123000	Influencer	2022-06	BirthToPost	0
2023-04	TIGER & BUNNY 2	2023-04-01	CC0123000	Influencer	2022-06	BirthToPost	0
2023-04	逃走中 グレートミッション	2023-04-01	CC0123000	Influencer	2022-06	BirthToPost	0
2023-04	ぼさにまる	2023-04-01	CC0123000	Influencer	2022-06	BirthToPost	0
2023-04	青のオーケストラ（第1期）	2023-04-01	CC0123000	Influencer	2022-06	BirthToPost	0
2023-04	ポケットモンスター（2023）	2023-04-01	CC0123000	Influencer	2022-06	BirthToPost	0
2023-04	贄姫と獣の王	2023-04-01	CC0123000	Influencer	2022-06	BirthToPost	0
2001-07	シャーマンキング	2001-07-01	CC0130000	Food and Service	2002-06	PreToBirth	0
2001-07	スクライド	2001-07-01	CC0130000	Food and Service	2002-06	PreToBirth	0
2001-07	フルーツバスケット（第1作）	2001-07-01	CC0130000	Food and Service	2002-06	PreToBirth	1
2001-07	ののちゃん	2001-07-01	CC0130000	Food and Service	2002-06	PreToBirth	1
2001-07	グラップラー刃牙 -最大トーナメント編-	2001-07-01	CC0130000	Food and Service	2002-06	PreToBirth	1
2001-10	くるくるアミー	2001-10-01	CC0130000	Food and Service	2002-06	PreToBirth	1
2001-10	ちっちゃな雪使いシュガー	2001-10-01	CC0130000	Food and Service	2002-06	PreToBirth	1
2001-10	X -エックス-	2001-10-01	CC0130000	Food and Service	2002-06	PreToBirth	0
2001-10	PROJECT ARMS The 2nd Chapter	2001-10-01	CC0130000	Food and Service	2002-06	PreToBirth	0
2001-10	星のカービィ	2001-10-01	CC0130000	Food and Service	2002-06	PreToBirth	0
2001-10	キャプテン翼（2001年版）	2001-10-01	CC0130000	Food and Service	2002-06	PreToBirth	0
2001-10	激闘!クラッシュギアTURBO	2001-10-01	CC0130000	Food and Service	2002-06	PreToBirth	0
2001-10	テニスの王子様	2001-10-01	CC0130000	Food and Service	2002-06	PreToBirth	0
2001-10	ヒカルの碁	2001-10-01	CC0130000	Food and Service	2002-06	PreToBirth	0
2001-10	カスミン（第1期）	2001-10-01	CC0130000	Food and Service	2002-06	PreToBirth	1
2001-10	GROOVE ADVENTURE RAVE	2001-10-01	CC0130000	Food and Service	2002-06	PreToBirth	1
2002-01	きっかけはラフくん	2002-01-01	CC0130000	Food and Service	2002-06	PreToBirth	0
2002-01	爆転シュート ベイブレード 2002	2002-01-01	CC0130000	Food and Service	2002-06	PreToBirth	0
2002-01	キン肉マンII世	2002-01-01	CC0130000	Food and Service	2002-06	PreToBirth	0
2002-01	七人のナナ	2002-01-01	CC0130000	Food and Service	2002-06	PreToBirth	1
2002-01	フルメタル・パニック!	2002-01-01	CC0130000	Food and Service	2002-06	PreToBirth	0
2002-01	ラーゼフォン	2002-01-01	CC0130000	Food and Service	2002-06	PreToBirth	0
2002-02	おジャ魔女どれみドッカ〜ン!	2002-02-01	CC0130000	Food and Service	2002-06	PreToBirth	0
2002-03	ロックマンエグゼ	2002-03-01	CC0130000	Food and Service	2002-06	PreToBirth	0
2002-04	ちょびっツ	2002-04-01	CC0130000	Food and Service	2002-06	PreToBirth	1
2002-04	天地無用! GXP	2002-04-01	CC0130000	Food and Service	2002-06	PreToBirth	1
2002-04	東京アンダーグラウンド	2002-04-01	CC0130000	Food and Service	2002-06	PreToBirth	0
2002-04	.hack//SIGN	2002-04-01	CC0130000	Food and Service	2002-06	PreToBirth	0
2002-04	天使な小生意気	2002-04-01	CC0130000	Food and Service	2002-06	PreToBirth	0
2002-04	東京ミュウミュウ	2002-04-01	CC0130000	Food and Service	2002-06	PreToBirth	0
2002-04	満月をさがして	2002-04-01	CC0130000	Food and Service	2002-06	PreToBirth	0
2002-04	わがまま☆フェアリー ミルモでポン!	2002-04-01	CC0130000	Food and Service	2002-06	PreToBirth	0
2002-04	デジモンフロンティア	2002-04-01	CC0130000	Food and Service	2002-06	PreToBirth	0
2002-04	ぴたテン	2002-04-01	CC0130000	Food and Service	2002-06	PreToBirth	0
2002-04	あずまんが大王 THE ANIMATION	2002-04-01	CC0130000	Food and Service	2002-06	PreToBirth	0
2002-04	ベイベーばあちゃん	2002-04-01	CC0130000	Food and Service	2002-06	PreToBirth	1
2002-04	十二国記（第1期）	2002-04-01	CC0130000	Food and Service	2002-06	PreToBirth	0
2002-04	藍より青し	2002-04-01	CC0130000	Food and Service	2002-06	PreToBirth	1
2002-04	あたしンち	2002-04-01	CC0130000	Food and Service	2002-06	PreToBirth	0
2002-05	ホイッスル!	2002-05-01	CC0130000	Food and Service	2002-06	PreToBirth	0
2002-07	SAMURAI DEEPER KYO	2002-07-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2002-07	Witch Hunter ROBIN	2002-07-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2002-07	朝霧の巫女	2002-07-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2002-07	ドラゴンドライブ	2002-07-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2002-07	ふぉうちゅんドッグす	2002-07-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2002-08	プリンセスチュチュ	2002-08-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2002-09	OVERMANキングゲイナー	2002-09-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2002-10	攻殻機動隊 STAND ALONE COMPLEX	2002-10-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2002-10	スパイラル -推理の絆-	2002-10-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2002-10	花田少年史	2002-10-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2002-10	ヒートガイジェイ	2002-10-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2002-10	NARUTO -ナルト-	2002-10-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2002-10	カスミン（第2期）	2002-10-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2002-10	機動戦士ガンダムSEED	2002-10-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2002-10	GetBackers-奪還屋-	2002-10-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2002-10	真・女神転生Dチルドレン ライト&ダーク	2002-10-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2002-10	ギャラクシーエンジェル（第3期）	2002-10-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2002-10	ペコラ	2002-10-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2002-10	キディ・グレイド	2002-10-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2002-10	デュエル・マスターズ	2002-10-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2002-11	釣りバカ日誌	2002-11-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2002-11	げんき げんき ノンタン	2002-11-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2002-11	ポケットモンスター アドバンスジェネレーション	2002-11-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2002-11	冒険者	2002-11-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2003-01	WOLF'S RAIN	2003-01-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2003-01	爆転シュート ベイブレード Gレボリューション	2003-01-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2003-02	明日のナージャ	2003-02-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2003-02	クラッシュギアNitro	2003-02-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2003-04	エアマスター	2003-04-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2003-04	E'S OTHERWISE	2003-04-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2003-04	宇宙のステルヴィア	2003-04-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2003-04	カレイドスター	2003-04-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2003-04	D・N・ANGEL	2003-04-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2003-04	マーメイドメロディー ぴちぴちピッチ	2003-04-01	CC0130000	Food and Service	2002-06	BirthToPost	1
2003-04	アストロボーイ・鉄腕アトム	2003-04-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2003-04	金色のガッシュベル!!	2003-04-01	CC0130000	Food and Service	2002-06	BirthToPost	1
2003-04	ソニックX	2003-04-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2003-04	デ・ジ・キャラットにょ	2003-04-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2003-04	FIRESTORM	2003-04-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2003-04	コロッケ!	2003-04-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2003-04	DEAR BOYS	2003-04-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2003-04	LAST EXILE	2003-04-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2003-04	スクラップド・プリンセス	2003-04-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2003-04	カスミン（第3期）	2003-04-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2003-04	探偵学園Q	2003-04-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2003-04	GAD GUARD	2003-04-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2003-05	ウルトラマニアック	2003-05-01	CC0130000	Food and Service	2002-06	BirthToPost	0
2001-07	シャーマンキング	2001-07-01	CC0131000	Waitress	2002-06	PreToBirth	0
2001-07	スクライド	2001-07-01	CC0131000	Waitress	2002-06	PreToBirth	0
2001-07	フルーツバスケット（第1作）	2001-07-01	CC0131000	Waitress	2002-06	PreToBirth	1
2001-07	ののちゃん	2001-07-01	CC0131000	Waitress	2002-06	PreToBirth	0
2001-07	グラップラー刃牙 -最大トーナメント編-	2001-07-01	CC0131000	Waitress	2002-06	PreToBirth	0
2001-10	くるくるアミー	2001-10-01	CC0131000	Waitress	2002-06	PreToBirth	0
2001-10	ちっちゃな雪使いシュガー	2001-10-01	CC0131000	Waitress	2002-06	PreToBirth	0
2001-10	X -エックス-	2001-10-01	CC0131000	Waitress	2002-06	PreToBirth	0
2001-10	PROJECT ARMS The 2nd Chapter	2001-10-01	CC0131000	Waitress	2002-06	PreToBirth	0
2001-10	星のカービィ	2001-10-01	CC0131000	Waitress	2002-06	PreToBirth	0
2001-10	キャプテン翼（2001年版）	2001-10-01	CC0131000	Waitress	2002-06	PreToBirth	0
2001-10	激闘!クラッシュギアTURBO	2001-10-01	CC0131000	Waitress	2002-06	PreToBirth	0
2001-10	テニスの王子様	2001-10-01	CC0131000	Waitress	2002-06	PreToBirth	0
2001-10	ヒカルの碁	2001-10-01	CC0131000	Waitress	2002-06	PreToBirth	0
2001-10	カスミン（第1期）	2001-10-01	CC0131000	Waitress	2002-06	PreToBirth	0
2001-10	GROOVE ADVENTURE RAVE	2001-10-01	CC0131000	Waitress	2002-06	PreToBirth	0
2002-01	きっかけはラフくん	2002-01-01	CC0131000	Waitress	2002-06	PreToBirth	0
2002-01	爆転シュート ベイブレード 2002	2002-01-01	CC0131000	Waitress	2002-06	PreToBirth	0
