CCterm	descEng	olderCCterm	cafeId	topKu	Age	EraClass	topKuEng	descEngV2	System	NodeShape	ClassLabel	topKu_grouped
CC0100000	Occupation	CC0100000	CCafe288	千代田区	9.01	2015to2019	Chiyoda Ward	Occupation	CC0100000	circle		Chiyoda Ward
CC0100000	Occupation	CC0100000	CCafe289	千代田区	9.59	2015to2019	Chiyoda Ward	Occupation	CC0100000	circle		Chiyoda Ward
CC0100000	Occupation	CC0100000	CCafe292	千代田区	11.6	2010to2014	Chiyoda Ward	Occupation	CC0100000	circle		Chiyoda Ward
CC0100000	Occupation	CC0100000	CCafe295	千代田区	21.0	Before 2010	Chiyoda Ward	Occupation	CC0100000	circle		Chiyoda Ward
CC0100000	Occupation	CC0100000	CCafe296	千代田区	3.17	2020to2022	Chiyoda Ward	Occupation	CC0100000	circle		Chiyoda Ward
CC0100000	Occupation	CC0100000	CCafe299	新宿区	7.68	2015to2019	Shinjyuku Ward	Occupation	CC0100000	circle		Shinjyuku Ward
CC0100000	Occupation	CC0100000	CCafe183	渋谷区	1.34	2023to2024	Shibuya Ward	Occupation	CC0100000	circle		Shibuya Ward
CC0100000	Occupation	CC0100000	CCafe280	千代田区	7.42	2015to2019	Chiyoda Ward	Occupation	CC0100000	circle		Chiyoda Ward
CC0100000	Occupation	CC0100000	CCafe247	千代田区	3.17	2020to2022	Chiyoda Ward	Occupation	CC0100000	circle		Chiyoda Ward
CC0100000	Occupation	CC0100000	CCafe277	千代田区	5.84	2015to2019	Chiyoda Ward	Occupation	CC0100000	circle		Chiyoda Ward
CC0100000	Occupation	CC0100000	CCafe245	豊島区	4.25	2020to2022	Toyoshima Ward	Occupation	CC0100000	circle		Toyoshima Ward
CC0100000	Occupation	CC0100000	CCafe187	豊島区	4.67	2020to2022	Toyoshima Ward	Occupation	CC0100000	circle		Toyoshima Ward
CC0100000	Occupation	CC0100000	CCafe246	千代田区	5.51	2015to2019	Chiyoda Ward	Occupation	CC0100000	circle		Chiyoda Ward
CC0100000	Occupation	CC0100000	CCafe189	新宿区	5.26	2015to2019	Shinjyuku Ward	Occupation	CC0100000	circle		Shinjyuku Ward
CC0100000	Occupation	CC0100000	CCafe191	千代田区	9.18	2015to2019	Chiyoda Ward	Occupation	CC0100000	circle		Chiyoda Ward
CC0100000	Occupation	CC0100000	CCafe192	港区	5.01	2015to2019	Minato Ward	Occupation	CC0100000	circle		Minato Ward
CC0100000	Occupation	CC0100000	CCafe193	新宿区	5.51	2015to2019	Shinjyuku Ward	Occupation	CC0100000	circle		Shinjyuku Ward
CC0100000	Occupation	CC0100000	CCafe197	中野区	13.3	2010to2014	Nakano Ward	Occupation	CC0100000	circle		Nakano Ward
CC0100000	Occupation	CC0100000	CCafe200	千代田区	15.9	Before 2010	Chiyoda Ward	Occupation	CC0100000	circle		Chiyoda Ward
CC0100000	Occupation	CC0100000	CCafe206	新宿区	1.17	2023to2024	Shinjyuku Ward	Occupation	CC0100000	circle		Shinjyuku Ward
CC0100000	Occupation	CC0100000	CCafe207	渋谷区	1.34	2023to2024	Shibuya Ward	Occupation	CC0100000	circle		Shibuya Ward
CC0100000	Occupation	CC0100000	CCafe209	豊島区	1.34	2023to2024	Toyoshima Ward	Occupation	CC0100000	circle		Toyoshima Ward
CC0100000	Occupation	CC0100000	CCafe212	台東区	1.34	2023to2024	Taito Ward	Occupation	CC0100000	circle		Taito Ward
CC0100000	Occupation	CC0100000	CCafe214	新宿区	1.42	2023to2024	Shinjyuku Ward	Occupation	CC0100000	circle		Shinjyuku Ward
CC0100000	Occupation	CC0100000	CCafe202	渋谷区	3.92	2020to2022	Shibuya Ward	Occupation	CC0100000	circle		Shibuya Ward
CC0100000	Occupation	CC0100000	CCafe237	千代田区	2.17	2020to2022	Chiyoda Ward	Occupation	CC0100000	circle		Chiyoda Ward
CC0100000	Occupation	CC0100000	CCafe218	千代田区	1.42	2023to2024	Chiyoda Ward	Occupation	CC0100000	circle		Chiyoda Ward
CC0100000	Occupation	CC0100000	CCafe225	千代田区	1.75	2023to2024	Chiyoda Ward	Occupation	CC0100000	circle		Chiyoda Ward
CC0100000	Occupation	CC0100000	CCafe226	新宿区	1.59	2023to2024	Shinjyuku Ward	Occupation	CC0100000	circle		Shinjyuku Ward
CC0100000	Occupation	CC0100000	CCafe232	渋谷区	10.0	2010to2014	Shibuya Ward	Occupation	CC0100000	circle		Shibuya Ward
CC0100000	Occupation	CC0100000	CCafe233	新宿区	1.92	2023to2024	Shinjyuku Ward	Occupation	CC0100000	circle		Shinjyuku Ward
CC0100000	Occupation	CC0100000	CCafe235	文京区	1.84	2023to2024	Bunkyo Ward	Occupation	CC0100000	circle		Bunkyo Ward
CC0100000	Occupation	CC0100000	CCafe238	文京区	3.0	2020to2022	Bunkyo Ward	Occupation	CC0100000	circle		Bunkyo Ward
CC0100000	Occupation	CC0100000	CCafe240	台東区	2.25	2020to2022	Taito Ward	Occupation	CC0100000	circle		Taito Ward
CC0100000	Occupation	CC0100000	CCafe242	港区	3.25	2020to2022	Minato Ward	Occupation	CC0100000	circle		Minato Ward
CC0100000	Occupation	CC0100000	CCafe217	新宿区	1.09	2023to2024	Shinjyuku Ward	Occupation	CC0100000	circle		Shinjyuku Ward
CC0100000	Occupation	CC0100000	CCafe243	新宿区	3.17	2020to2022	Shinjyuku Ward	Occupation	CC0100000	circle		Shinjyuku Ward
CC0110000	Music and Performance	CC0130000	CCafe536	渋谷区	3.75	2020to2022	Shibuya Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Shibuya Ward
CC0110000	Music and Performance	CC0130000	CCafe539	渋谷区		2023to2024	Shibuya Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Shibuya Ward
CC0110000	Music and Performance	CC0130000	CCafe454	渋谷区	2.34	2020to2022	Shibuya Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Shibuya Ward
CC0110000	Music and Performance	CC0130000	CCafe547	豊島区	4.25	2020to2022	Toyoshima Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Toyoshima Ward
CC0110000	Music and Performance	CC0130000	CCafe529	新宿区	6.01	2015to2019	Shinjyuku Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0110000	Music and Performance	CC0130000	CCafe486	渋谷区	0.748	2023to2024	Shibuya Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Shibuya Ward
CC0110000	Music and Performance	CC0130000	CCafe455	新宿区	2.42	2020to2022	Shinjyuku Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0110000	Music and Performance	CC0130000	CCafe479	杉並区	4.0	2020to2022	Suginami Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Others
CC0110000	Music and Performance	CC0130000	CCafe478	文京区		2023to2024	Bunkyo Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Bunkyo Ward
CC0110000	Music and Performance	CC0130000	CCafe444	千代田区	0.83	2023to2024	Chiyoda Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Chiyoda Ward
CC0110000	Music and Performance	CC0130000	CCafe465	新宿区	6.51	2015to2019	Shinjyuku Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0110000	Music and Performance	CC0130000	CCafe552	渋谷区	5.42	2015to2019	Shibuya Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Shibuya Ward
CC0110000	Music and Performance	CC0130000	CCafe480	新宿区	3.0	2020to2022	Shinjyuku Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0110000	Music and Performance	CC0130000	CCafe577	千代田区		2023to2024	Chiyoda Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Chiyoda Ward
CC0110000	Music and Performance	CC0137000	CCafe064	文京区	1.59	2023to2024	Bunkyo Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Bunkyo Ward
CC0110000	Music and Performance	CC0130000	CCafe591	墨田区		2023to2024	Sumida Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Others
CC0110000	Music and Performance	CC0130000	CCafe612	千代田区	9.09	2015to2019	Chiyoda Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Chiyoda Ward
CC0110000	Music and Performance	CC0130000	CCafe649	中央区	13.7	2010to2014	Chyo Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Others
CC0110000	Music and Performance	CC0130000	CCafe670	千代田区	16.9	Before 2010	Chiyoda Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Chiyoda Ward
CC0110000	Music and Performance	CC0131000	CCafe577	千代田区		2023to2024	Chiyoda Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Chiyoda Ward
CC0110000	Music and Performance	CC0132000	CCafe218	千代田区	1.42	2023to2024	Chiyoda Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Chiyoda Ward
CC0110000	Music and Performance	CC0133000	CCafe028	新宿区	1.25	2023to2024	Shinjyuku Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0110000	Music and Performance	CC0133000	CCafe049	渋谷区	0.921	2023to2024	Shibuya Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Shibuya Ward
CC0110000	Music and Performance	CC0134000	CCafe612	千代田区	9.09	2015to2019	Chiyoda Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Chiyoda Ward
CC0110000	Music and Performance	CC0135000	CCafe233	新宿区	1.92	2023to2024	Shinjyuku Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0110000	Music and Performance	CC0136000	CCafe021	新宿区	2.34	2020to2022	Shinjyuku Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0110000	Music and Performance	CC0138000	CCafe379	目黒区	3.34	2020to2022	Meguro Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Others
CC0110000	Music and Performance	CC0130000	CCafe440	港区	3.84	2020to2022	Minato Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Minato Ward
CC0110000	Music and Performance	CC01h0000	CCafe435	新宿区	3.09	2020to2022	Shinjyuku Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0110000	Music and Performance	CC0130000	CCafe588	新宿区	5.84	2015to2019	Shinjyuku Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0110000	Music and Performance	CC0130000	CCafe437	渋谷区	7.68	2015to2019	Shibuya Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Shibuya Ward
CC0110000	Music and Performance	CC0130000	CCafe299	新宿区	7.68	2015to2019	Shinjyuku Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0110000	Music and Performance	CC0130000	CCafe421	新宿区		2023to2024	Shinjyuku Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0110000	Music and Performance	CC01j0000	CCafe149	文京区	2.84	2020to2022	Bunkyo Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Bunkyo Ward
CC0110000	Music and Performance	CC0130000	CCafe343	新宿区		2023to2024	Shinjyuku Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0110000	Music and Performance	CC0130000	CCafe336	新宿区	0.252	2023to2024	Shinjyuku Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0110000	Music and Performance	CC0130000	CCafe314	渋谷区	0.671	2023to2024	Shibuya Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Shibuya Ward
CC0110000	Music and Performance	CC0130000	CCafe296	千代田区	3.17	2020to2022	Chiyoda Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Chiyoda Ward
CC0110000	Music and Performance	CC0130000	CCafe245	豊島区	4.25	2020to2022	Toyoshima Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Toyoshima Ward
CC0110000	Music and Performance	CC0130000	CCafe233	新宿区	1.92	2023to2024	Shinjyuku Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0110000	Music and Performance	CC0130000	CCafe218	千代田区	1.42	2023to2024	Chiyoda Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Chiyoda Ward
CC0110000	Music and Performance	CC0130000	CCafe214	新宿区	1.42	2023to2024	Shinjyuku Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0110000	Music and Performance	CC0130000	CCafe202	渋谷区	3.92	2020to2022	Shibuya Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Shibuya Ward
CC0110000	Music and Performance	CC0130000	CCafe192	港区	5.01	2015to2019	Minato Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Minato Ward
CC0110000	Music and Performance	CC0130000	CCafe191	千代田区	9.18	2015to2019	Chiyoda Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Chiyoda Ward
CC0110000	Music and Performance	CC0130000	CCafe178	千代田区	6.42	2015to2019	Chiyoda Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Chiyoda Ward
CC0110000	Music and Performance	CC0130000	CCafe132	千代田区	2.25	2020to2022	Chiyoda Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Chiyoda Ward
CC0110000	Music and Performance	CC0130000	CCafe126	千代田区	1.92	2023to2024	Chiyoda Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Chiyoda Ward
CC0110000	Music and Performance	CC0130000	CCafe123	千代田区	4.92	2020to2022	Chiyoda Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Chiyoda Ward
CC0110000	Music and Performance	CC0130000	CCafe118	町田市	3.84	2020to2022	Machida City	Music and Performance	CC011XXXX	triangle	Music and Performance	Others
CC0110000	Music and Performance	CC0130000	CCafe112	杉並区	1.51	2023to2024	Suginami Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Others
CC0110000	Music and Performance	CC0130000	CCafe064	文京区	1.59	2023to2024	Bunkyo Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Bunkyo Ward
CC0110000	Music and Performance	CC0130000	CCafe049	渋谷区	0.921	2023to2024	Shibuya Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Shibuya Ward
CC0110000	Music and Performance	CC0130000	CCafe043	渋谷区	0.751	2023to2024	Shibuya Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Shibuya Ward
CC0110000	Music and Performance	CC0130000	CCafe028	新宿区	1.25	2023to2024	Shinjyuku Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0110000	Music and Performance	CC0130000	CCafe021	新宿区	2.34	2020to2022	Shinjyuku Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0110000	Music and Performance	CC0130000	CCafe019	新宿区	1.34	2023to2024	Shinjyuku Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0110000	Music and Performance	CC0130000	CCafe018	新宿区	1.09	2023to2024	Shinjyuku Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0110000	Music and Performance	CC0130000	CCafe006	台東区	0.921	2023to2024	Taito Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Taito Ward
CC0110000	Music and Performance	CC0110000	CCafe371	台東区	0.586	2023to2024	Taito Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Taito Ward
CC0110000	Music and Performance	CC0130000	CCafe385	新宿区	1.67	2023to2024	Shinjyuku Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0110000	Music and Performance	CC0130000	CCafe390	台東区	5.01	2015to2019	Taito Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Taito Ward
CC0110000	Music and Performance	CC0130000	CCafe431	立川市	3.09	2020to2022	Tachikawa City	Music and Performance	CC011XXXX	triangle	Music and Performance	Others
CC0110000	Music and Performance	CC01j0000	CCafe662	千代田区	15.2	Before 2010	Chiyoda Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Chiyoda Ward
CC0110000	Music and Performance	CC0130000	CCafe383	新宿区	5.51	2015to2019	Shinjyuku Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0110000	Music and Performance	CC0130000	CCafe379	目黒区	3.34	2020to2022	Meguro Ward	Music and Performance	CC011XXXX	triangle	Music and Performance	Others
CC0111000	DJ	CC0110000	CCafe371	台東区	0.586	2023to2024	Taito Ward	DJ	CC011XXXX	triangle	Music and Performance	Taito Ward
CC0112000	Idol	CC0130000	CCafe547	豊島区	4.25	2020to2022	Toyoshima Ward	Idol	CC011XXXX	triangle	Music and Performance	Toyoshima Ward
CC0112000	Idol	CC0130000	CCafe379	目黒区	3.34	2020to2022	Meguro Ward	Idol	CC011XXXX	triangle	Music and Performance	Others
CC0112000	Idol	CC0130000	CCafe383	新宿区	5.51	2015to2019	Shinjyuku Ward	Idol	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0112000	Idol	CC0130000	CCafe385	新宿区	1.67	2023to2024	Shinjyuku Ward	Idol	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0112000	Idol	CC0130000	CCafe390	台東区	5.01	2015to2019	Taito Ward	Idol	CC011XXXX	triangle	Music and Performance	Taito Ward
CC0112000	Idol	CC0130000	CCafe431	立川市	3.09	2020to2022	Tachikawa City	Idol	CC011XXXX	triangle	Music and Performance	Others
CC0112000	Idol	CC0130000	CCafe437	渋谷区	7.68	2015to2019	Shibuya Ward	Idol	CC011XXXX	triangle	Music and Performance	Shibuya Ward
CC0112000	Idol	CC0130000	CCafe440	港区	3.84	2020to2022	Minato Ward	Idol	CC011XXXX	triangle	Music and Performance	Minato Ward
CC0112000	Idol	CC0130000	CCafe444	千代田区	0.83	2023to2024	Chiyoda Ward	Idol	CC011XXXX	triangle	Music and Performance	Chiyoda Ward
CC0112000	Idol	CC0130000	CCafe454	渋谷区	2.34	2020to2022	Shibuya Ward	Idol	CC011XXXX	triangle	Music and Performance	Shibuya Ward
CC0112000	Idol	CC0130000	CCafe465	新宿区	6.51	2015to2019	Shinjyuku Ward	Idol	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0112000	Idol	CC0130000	CCafe479	杉並区	4.0	2020to2022	Suginami Ward	Idol	CC011XXXX	triangle	Music and Performance	Others
CC0112000	Idol	CC0130000	CCafe480	新宿区	3.0	2020to2022	Shinjyuku Ward	Idol	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0112000	Idol	CC0130000	CCafe486	渋谷区	0.748	2023to2024	Shibuya Ward	Idol	CC011XXXX	triangle	Music and Performance	Shibuya Ward
CC0112000	Idol	CC0130000	CCafe529	新宿区	6.01	2015to2019	Shinjyuku Ward	Idol	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0112000	Idol	CC0130000	CCafe536	渋谷区	3.75	2020to2022	Shibuya Ward	Idol	CC011XXXX	triangle	Music and Performance	Shibuya Ward
CC0112000	Idol	CC0130000	CCafe552	渋谷区	5.42	2015to2019	Shibuya Ward	Idol	CC011XXXX	triangle	Music and Performance	Shibuya Ward
CC0112000	Idol	CC0130000	CCafe588	新宿区	5.84	2015to2019	Shinjyuku Ward	Idol	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0112000	Idol	CC0130000	CCafe612	千代田区	9.09	2015to2019	Chiyoda Ward	Idol	CC011XXXX	triangle	Music and Performance	Chiyoda Ward
CC0112000	Idol	CC0130000	CCafe649	中央区	13.7	2010to2014	Chyo Ward	Idol	CC011XXXX	triangle	Music and Performance	Others
CC0112000	Idol	CC0130000	CCafe670	千代田区	16.9	Before 2010	Chiyoda Ward	Idol	CC011XXXX	triangle	Music and Performance	Chiyoda Ward
CC0112000	Idol	CC0130000	CCafe336	新宿区	0.252	2023to2024	Shinjyuku Ward	Idol	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0112000	Idol	CC0130000	CCafe314	渋谷区	0.671	2023to2024	Shibuya Ward	Idol	CC011XXXX	triangle	Music and Performance	Shibuya Ward
CC0112000	Idol	CC0130000	CCafe455	新宿区	2.42	2020to2022	Shinjyuku Ward	Idol	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0112000	Idol	CC0130000	CCafe296	千代田区	3.17	2020to2022	Chiyoda Ward	Idol	CC011XXXX	triangle	Music and Performance	Chiyoda Ward
CC0112000	Idol	CC0130000	CCafe019	新宿区	1.34	2023to2024	Shinjyuku Ward	Idol	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0112000	Idol	CC0130000	CCafe021	新宿区	2.34	2020to2022	Shinjyuku Ward	Idol	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0112000	Idol	CC0130000	CCafe028	新宿区	1.25	2023to2024	Shinjyuku Ward	Idol	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0112000	Idol	CC0130000	CCafe043	渋谷区	0.751	2023to2024	Shibuya Ward	Idol	CC011XXXX	triangle	Music and Performance	Shibuya Ward
CC0112000	Idol	CC0130000	CCafe049	渋谷区	0.921	2023to2024	Shibuya Ward	Idol	CC011XXXX	triangle	Music and Performance	Shibuya Ward
CC0112000	Idol	CC0130000	CCafe064	文京区	1.59	2023to2024	Bunkyo Ward	Idol	CC011XXXX	triangle	Music and Performance	Bunkyo Ward
CC0112000	Idol	CC0130000	CCafe112	杉並区	1.51	2023to2024	Suginami Ward	Idol	CC011XXXX	triangle	Music and Performance	Others
CC0112000	Idol	CC0130000	CCafe118	町田市	3.84	2020to2022	Machida City	Idol	CC011XXXX	triangle	Music and Performance	Others
CC0112000	Idol	CC0130000	CCafe123	千代田区	4.92	2020to2022	Chiyoda Ward	Idol	CC011XXXX	triangle	Music and Performance	Chiyoda Ward
CC0112000	Idol	CC0130000	CCafe018	新宿区	1.09	2023to2024	Shinjyuku Ward	Idol	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0112000	Idol	CC0130000	CCafe126	千代田区	1.92	2023to2024	Chiyoda Ward	Idol	CC011XXXX	triangle	Music and Performance	Chiyoda Ward
CC0112000	Idol	CC0130000	CCafe132	千代田区	2.25	2020to2022	Chiyoda Ward	Idol	CC011XXXX	triangle	Music and Performance	Chiyoda Ward
CC0112000	Idol	CC0130000	CCafe178	千代田区	6.42	2015to2019	Chiyoda Ward	Idol	CC011XXXX	triangle	Music and Performance	Chiyoda Ward
CC0112000	Idol	CC0130000	CCafe191	千代田区	9.18	2015to2019	Chiyoda Ward	Idol	CC011XXXX	triangle	Music and Performance	Chiyoda Ward
CC0112000	Idol	CC0130000	CCafe192	港区	5.01	2015to2019	Minato Ward	Idol	CC011XXXX	triangle	Music and Performance	Minato Ward
CC0112000	Idol	CC0130000	CCafe202	渋谷区	3.92	2020to2022	Shibuya Ward	Idol	CC011XXXX	triangle	Music and Performance	Shibuya Ward
CC0112000	Idol	CC0130000	CCafe214	新宿区	1.42	2023to2024	Shinjyuku Ward	Idol	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0112000	Idol	CC0130000	CCafe218	千代田区	1.42	2023to2024	Chiyoda Ward	Idol	CC011XXXX	triangle	Music and Performance	Chiyoda Ward
CC0112000	Idol	CC0130000	CCafe233	新宿区	1.92	2023to2024	Shinjyuku Ward	Idol	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0112000	Idol	CC0130000	CCafe245	豊島区	4.25	2020to2022	Toyoshima Ward	Idol	CC011XXXX	triangle	Music and Performance	Toyoshima Ward
CC0112000	Idol	CC0130000	CCafe299	新宿区	7.68	2015to2019	Shinjyuku Ward	Idol	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0112000	Idol	CC0130000	CCafe006	台東区	0.921	2023to2024	Taito Ward	Idol	CC011XXXX	triangle	Music and Performance	Taito Ward
CC0112200	Idol School	CC0132000	CCafe218	千代田区	1.42	2023to2024	Chiyoda Ward	Idol School	CC011XXXX	triangle	Music and Performance	Chiyoda Ward
CC0112300	Idol Development	CC0133000	CCafe028	新宿区	1.25	2023to2024	Shinjyuku Ward	Idol Development	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0112300	Idol Development	CC0133000	CCafe049	渋谷区	0.921	2023to2024	Shibuya Ward	Idol Development	CC011XXXX	triangle	Music and Performance	Shibuya Ward
CC0112400	Gravure Idol	CC0134000	CCafe612	千代田区	9.09	2015to2019	Chiyoda Ward	Gravure Idol	CC011XXXX	triangle	Music and Performance	Chiyoda Ward
CC0112500	Virtual Idol	CC0135000	CCafe233	新宿区	1.92	2023to2024	Shinjyuku Ward	Virtual Idol	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0112600	Orthodox Idol	CC0136000	CCafe021	新宿区	2.34	2020to2022	Shinjyuku Ward	Orthodox Idol	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0112700	K-Pop Idol	CC0137000	CCafe064	文京区	1.59	2023to2024	Bunkyo Ward	K-Pop Idol	CC011XXXX	triangle	Music and Performance	Bunkyo Ward
CC0112800	Drinkable Idol	CC0138000	CCafe379	目黒区	3.34	2020to2022	Meguro Ward	Drinkable Idol	CC011XXXX	triangle	Music and Performance	Others
CC0113000	Live Streamer	CC01h0000	CCafe435	新宿区	3.09	2020to2022	Shinjyuku Ward	Live Streamer	CC011XXXX	triangle	Music and Performance	Shinjyuku Ward
CC0114000	Voice Actor	CC01j0000	CCafe662	千代田区	15.2	Before 2010	Chiyoda Ward	Voice Actor	CC011XXXX	triangle	Music and Performance	Chiyoda Ward
CC0114000	Voice Actor	CC01j0000	CCafe149	文京区	2.84	2020to2022	Bunkyo Ward	Voice Actor	CC011XXXX	triangle	Music and Performance	Bunkyo Ward
CC0120000	Model and Talent	CC01g0000	CCafe108	千代田区	1.84	2023to2024	Chiyoda Ward	Others	CC012XXXX	rectangle	Others	Chiyoda Ward
CC0120000	Model and Talent	CC0140000	CCafe444	千代田区	0.83	2023to2024	Chiyoda Ward	Others	CC012XXXX	rectangle	Others	Chiyoda Ward
CC0120000	Model and Talent	CC0140000	CCafe134	千代田区	2.42	2020to2022	Chiyoda Ward	Others	CC012XXXX	rectangle	Others	Chiyoda Ward
CC0120000	Model and Talent	CC0140000	CCafe055	新宿区	0.921	2023to2024	Shinjyuku Ward	Others	CC012XXXX	rectangle	Others	Shinjyuku Ward
CC0120000	Model and Talent	CC01g1000	CCafe108	千代田区	1.84	2023to2024	Chiyoda Ward	Others	CC012XXXX	rectangle	Others	Chiyoda Ward
CC0120000	Model and Talent	CC01a0000	CCafe431	立川市	3.09	2020to2022	Tachikawa City	Others	CC012XXXX	rectangle	Others	Others
CC0120000	Model and Talent	CC01a0000	CCafe478	文京区		2023to2024	Bunkyo Ward	Others	CC012XXXX	rectangle	Others	Bunkyo Ward
CC0120000	Model and Talent	CC01g0000	CCafe192	港区	5.01	2015to2019	Minato Ward	Others	CC012XXXX	rectangle	Others	Minato Ward
CC0121000	Talent	CC01a0000	CCafe431	立川市	3.09	2020to2022	Tachikawa City	Talent	CC012XXXX	rectangle	Others	Others
CC0122000	Model	CC01g0000	CCafe108	千代田区	1.84	2023to2024	Chiyoda Ward	Model	CC012XXXX	rectangle	Others	Chiyoda Ward
CC0122000	Model	CC01g0000	CCafe192	港区	5.01	2015to2019	Minato Ward	Model	CC012XXXX	rectangle	Others	Minato Ward
CC0122100	Photo Shoot Model	CC01g1000	CCafe108	千代田区	1.84	2023to2024	Chiyoda Ward	Photo Shoot Model	CC012XXXX	rectangle	Others	Chiyoda Ward
CC0123000	Influencer	CC0140000	CCafe055	新宿区	0.921	2023to2024	Shinjyuku Ward	Influencer	CC012XXXX	rectangle	Others	Shinjyuku Ward
