CCafeName	ccTerms
CCafe249	CC3100000
CCafe249	CC3120000
CCafe250	CC0100000
CCafe250	CC01s0000
CCafe250	CC3600000
CCafe250	CC3620000
CCafe251	CC0200000
CCafe251	CC0230000
CCafe251	CC0232000
CCafe252	CC1600000
CCafe252	CC1610000
CCafe252	CC1612000
CCafe252	CC1900000
CCafe252	CC1930000
CCafe252	CC1932000
CCafe253	CC0200000
CCafe253	CC0220000
CCafe253	CC022h000
CCafe253	CC022h300
CCafe253	CC0400000
CCafe253	CC04d0000
CCafe253	CC1700000
CCafe253	CC1710000
CCafe253	CC1715000
CCafe254	CC0100000
CCafe254	CC01v0000
CCafe254	CC01v1000
CCafe254	CC0300000
CCafe254	CC0310000
CCafe254	CC0312000
CCafe254	CC4200000
CCafe254	CC4210000
CCafe254	CC4211000
CCafe255	CC0100000
CCafe255	CC01f0000
CCafe256	CC1200000
CCafe256	CC1270000
CCafe257	CC0100000
CCafe257	CC01v0000
CCafe257	CC1100000
CCafe257	CC11d0000
CCafe257	CC11d3000
CCafe258	CC1700000
CCafe258	CC1710000
CCafe259	CC0200000
CCafe259	CC0220000
CCafe259	CC0225000
CCafe260	CC0100000
CCafe260	CC01f0000
CCafe260	CC1100000
CCafe260	CC11d0000
CCafe260	CC11d1000
CCafe261	CC0400000
CCafe261	CC0430000
CCafe261	CC0433000
CCafe261	CC04c0000
CCafe261	CC0700000
CCafe261	CC07h0000
CCafe261	CC07h1000
CCafe262	CC0700000
CCafe262	CC0780000
CCafe262	CC0781000
CCafe262	CC1100000
CCafe262	CC1130000
CCafe262	CC1132000
CCafe262	CC2400000
CCafe262	CC2420000
CCafe262	CC2422000
CCafe263	CC0100000
CCafe263	CC01f0000
CCafe263	CC1500000
CCafe263	CC1510000
CCafe264	CC0400000
CCafe264	CC0430000
CCafe264	CC04a0000
CCafe264	CC1400000
CCafe264	CC1410000
CCafe264	CC1412000
CCafe264	CC1500000
CCafe264	CC1510000
CCafe264	CC1700000
CCafe264	CC1710000
CCafe264	CC1711000
CCafe265	CC0200000
CCafe265	CC0220000
CCafe265	CC022l000
CCafe265	CC022l100
CCafe265	CC2300000
CCafe265	CC2340000
CCafe265	CC2341000
CCafe265	CC2350000
CCafe265	CC2352000
CCafe266	CC1700000
CCafe266	CC1710000
CCafe266	CC1715000
CCafe267	CC0100000
CCafe267	CC01f0000
CCafe267	CC0900000
CCafe267	CC0970000
CCafe267	CC0972000
CCafe267	CC1100000
CCafe267	CC1190000
CCafe267	CC1200000
CCafe267	CC1220000
CCafe268	CC0900000
CCafe268	CC0990000
CCafe268	CC0993000
CCafe268	CC1200000
CCafe268	CC1270000
CCafe268	CC1271000
CCafe269	CC0400000
CCafe269	CC0460000
CCafe270	CC0100000
CCafe270	CC01f0000
CCafe270	CC0200000
CCafe270	CC0230000
CCafe270	CC0231000
CCafe271	CC0100000
CCafe271	CC01f0000
CCafe271	CC0400000
CCafe271	CC0430000
CCafe271	CC1800000
CCafe271	CC1810000
CCafe272	CC0100000
CCafe272	CC01f0000
CCafe272	CC2300000
CCafe272	CC2310000
CCafe273	CC0100000
CCafe273	CC01d0000
CCafe273	CC0200000
CCafe273	CC0220000
CCafe273	CC022a000
CCafe273	CC022a100
CCafe273	CC1300000
CCafe273	CC1310000
CCafe273	CC1500000
CCafe273	CC1510000
CCafe274	CC0400000
CCafe274	CC0460000
CCafe275	CC0100000
CCafe275	CC01f0000
CCafe275	CC1500000
CCafe275	CC1510000
CCafe276	CC0400000
CCafe276	CC04h0000
CCafe276	CC0500000
CCafe276	CC05t0000
CCafe277	CC0100000
CCafe277	CC01f0000
CCafe278	CC0100000
CCafe278	CC01f0000
CCafe279	CC0600000
CCafe279	CC06f0000
CCafe279	CC1800000
CCafe279	CC1830000
CCafe279	CC1831000
CCafe280	CC0100000
CCafe280	CC01f0000
CCafe280	CC1900000
CCafe280	CC1930000
CCafe281	CC0200000
CCafe281	CC0220000
CCafe281	CC022e000
CCafe281	CC0300000
CCafe281	CC1300000
CCafe281	CC1390000
CCafe282	CC0100000
CCafe282	CC01f0000
CCafe283	CC0100000
CCafe283	CC01m0000
CCafe283	CC2000000
CCafe283	CC2050000
CCafe284	CC0100000
CCafe284	CC01f0000
CCafe285	CC1100000
CCafe285	CC11d0000
CCafe286	CC0100000
CCafe286	CC01f0000
CCafe286	CC0200000
CCafe286	CC0220000
CCafe286	CC0223000
CCafe286	CC0300000
CCafe286	CC0340000
CCafe286	CC0341000
CCafe287	CC0100000
CCafe287	CC01f0000
CCafe288	CC0100000
CCafe288	CC01f0000
CCafe288	CC0600000
CCafe288	CC0610000
CCafe288	CC1000000
CCafe288	CC10b0000
CCafe288	CC10b1000
CCafe288	CC10b1200
CCafe289	CC0100000
CCafe289	CC01f0000
CCafe289	CC01f4000
CCafe289	CC1100000
CCafe289	CC1150000
CCafe290	CC0800000
CCafe290	CC0870000
CCafe290	CC0871000
CCafe290	CC2100000
CCafe290	CC2130000
CCafe290	CC2131000
CCafe291	CC2400000
CCafe291	CC2410000
CCafe291	CC2413000
CCafe292	CC0100000
CCafe292	CC0170000
CCafe292	CC0200000
CCafe292	CC0220000
CCafe292	CC022a000
CCafe292	CC022a100
CCafe292	CC1300000
CCafe292	CC1310000
CCafe292	CC4100000
CCafe292	CC4110000
CCafe293	CC3900000
CCafe293	CC3910000
CCafe294	CC0200000
CCafe294	CC0220000
CCafe294	CC022h000
CCafe294	CC022h300
CCafe294	CC0300000
CCafe294	CC0350000
CCafe294	CC035b000
CCafe295	CC0100000
CCafe295	CC01f0000
CCafe295	CC0300000
CCafe295	CC0350000
CCafe295	CC0356000
CCafe296	CC0100000
CCafe296	CC0130000
CCafe297	CC0200000
CCafe297	CC0220000
CCafe297	CC022a000
CCafe297	CC1300000
CCafe297	CC1360000
CCafe298	CC0200000
CCafe298	CC0220000
CCafe298	CC022a000
CCafe298	CC022a100
CCafe298	CC1300000
CCafe298	CC1310000
CCafe299	CC0100000
CCafe299	CC0130000
CCafe300	CC0400000
CCafe300	CC04m0000
CCafe300	CC0500000
CCafe300	CC0560000
CCafe301	CC1600000
CCafe301	CC1610000
CCafe301	CC1900000
CCafe301	CC1930000
CCafe301	CC1933000
CCafe302	CC0700000
CCafe302	CC07f0000
CCafe303	CC1100000
CCafe303	CC11b0000
CCafe303	CC11d0000
CCafe304	CC0400000
CCafe304	CC0430000
CCafe304	CC0434000
CCafe304	CC0470000
CCafe304	CC0471000
CCafe305	CC1400000
CCafe305	CC1410000
CCafe305	CC1412000
CCafe305	CC1700000
CCafe305	CC1710000
CCafe306	CC0600000
CCafe306	CC06c0000
CCafe306	CC1400000
CCafe306	CC1410000
CCafe306	CC1412000
CCafe306	CC1413000
CCafe307	CC0100000
CCafe307	CC01f0000
CCafe307	CC1800000
CCafe307	CC1810000
CCafe308	CC0400000
CCafe308	CC0430000
CCafe308	CC0435000
CCafe308	CC0900000
CCafe308	CC09a0000
CCafe308	CC09a1000
CCafe309	CC0100000
CCafe309	CC01f0000
CCafe310	CC1100000
CCafe310	CC1110000
CCafe311	CC1500000
CCafe311	CC1510000
CCafe311	CC1700000
CCafe311	CC1710000
CCafe311	CC1711000
CCafe312	CC1500000
CCafe312	CC1510000
CCafe313	CC0400000
CCafe313	CC0420000
CCafe313	CC0430000
CCafe313	CC3800000
CCafe313	CC3820000
CCafe314	CC0100000
CCafe314	CC0130000
CCafe315	CC0900000
CCafe315	CC0970000
CCafe315	CC0971000
CCafe316	CC0600000
CCafe317	CC0200000
CCafe317	CC0220000
CCafe317	CC022u000
CCafe317	CC0400000
CCafe317	CC0430000
CCafe317	CC0436000
CCafe317	CC0800000
CCafe317	CC0860000
CCafe317	CC0862000
CCafe317	CC1200000
CCafe317	CC1260000
CCafe317	CC1261000
CCafe317	CC2000000
CCafe317	CC2070000
CCafe317	CC2071000
CCafe317	CC2080000
CCafe317	CC2100000
CCafe317	CC2140000
CCafe317	CC2141000
CCafe318	CC0100000
CCafe318	CC0150000
CCafe318	CC0151000
CCafe318	CC2400000
CCafe318	CC2410000
CCafe318	CC2411000
CCafe319	CC1600000
CCafe319	CC1610000
CCafe320	CC0600000
CCafe320	CC0630000
CCafe320	CC1000000
CCafe320	CC10b0000
CCafe320	CC10b1000
CCafe320	CC10b1300
CCafe320	CC10b1310
CCafe321	CC0400000
CCafe321	CC0460000
CCafe322	CC0100000
CCafe322	CC01f0000
CCafe323	CC0300000
CCafe323	CC0310000
CCafe323	CC0313000
CCafe323	CC0370000
CCafe323	CC0372000
CCafe323	CC4200000
CCafe323	CC4210000
CCafe323	CC4212000
CCafe324	CC1100000
CCafe324	CC11d0000
CCafe325	CC0300000
CCafe325	CC0340000
CCafe325	CC0342000
CCafe325	CC0343000
CCafe326	CC0400000
CCafe326	CC0430000
CCafe327	CC0300000
CCafe328	CC0100000
CCafe328	CC01p0000
CCafe328	CC01p2000
CCafe328	CC0400000
CCafe328	CC0430000
CCafe328	CC0440000
CCafe328	CC1200000
CCafe328	CC1290000
CCafe328	CC129a000
CCafe329	CC0300000
CCafe329	CC0330000
CCafe329	CC0350000
CCafe329	CC0356000
CCafe330	CC1200000
CCafe330	CC1290000
CCafe330	CC1299000
CCafe331	CC1400000
CCafe331	CC1410000
CCafe331	CC1412000
CCafe331	CC1700000
CCafe331	CC1710000
CCafe332	CC0400000
CCafe332	CC0430000
CCafe332	CC04a0000
CCafe332	CC1100000
CCafe332	CC11d0000
CCafe332	CC11d3000
CCafe333	CC0700000
CCafe333	CC07b0000
CCafe333	CC1700000
CCafe333	CC1710000
CCafe333	CC1711000
CCafe334	CC3200000
CCafe334	CC3210000
CCafe335	CC1700000
CCafe335	CC1710000
CCafe336	CC0100000
CCafe336	CC0130000
CCafe336	CC1100000
CCafe337	CC0400000
CCafe337	CC04e0000
CCafe338	CC0100000
CCafe338	CC01f0000
CCafe339	CC1100000
CCafe339	CC11d0000
CCafe340	CC0900000
CCafe340	CC0920000
CCafe340	CC1100000
CCafe341	CC0600000
CCafe341	CC0680000
CCafe342	CC0900000
CCafe342	CC0990000
CCafe342	CC0991000
CCafe343	CC0100000
CCafe343	CC0130000
CCafe343	CC0500000
CCafe343	CC0580000
CCafe343	CC0581000
CCafe343	CC1000000
CCafe343	CC10c0000
CCafe343	CC10c2000
CCafe343	CC10c2300
CCafe343	CC1600000
CCafe343	CC1610000
CCafe344	CC0100000
CCafe344	CC01f0000
CCafe344	CC01fd000
CCafe344	CC1100000
CCafe344	CC1130000
CCafe344	CC1132000
CCafe344	CC1132100
CCafe345	CC0100000
CCafe345	CC01f0000
CCafe345	CC01f7000
CCafe345	CC1100000
CCafe345	CC1110000
CCafe345	CC1111000
CCafe346	CC0600000
CCafe347	CC1400000
CCafe347	CC1410000
CCafe347	CC1412000
CCafe347	CC1700000
CCafe347	CC1710000
CCafe348	CC0100000
CCafe348	CC01f0000
CCafe348	CC1100000
CCafe348	CC1170000
CCafe348	CC1200000
CCafe348	CC1210000
CCafe349	CC1000000
CCafe349	CC10c0000
CCafe349	CC10c2000
CCafe349	CC10c2100
CCafe350	CC4000000
CCafe350	CC4010000
CCafe351	CC0900000
CCafe351	CC0990000
CCafe351	CC0991000
CCafe351	CC1600000
CCafe351	CC1610000
CCafe351	CC2000000
CCafe352	CC0100000
CCafe352	CC01l0000
CCafe352	CC0400000
CCafe352	CC04q0000
CCafe352	CC0500000
CCafe352	CC05s0000
CCafe353	CC0200000
CCafe353	CC0220000
CCafe353	CC022d000
CCafe354	CC0200000
CCafe354	CC0210000
CCafe354	CC0212000
CCafe354	CC0212100
CCafe354	CC0300000
CCafe354	CC0350000
CCafe354	CC0354000
CCafe355	CC0600000
CCafe355	CC0670000
CCafe355	CC0900000
CCafe355	CC0960000
CCafe355	CC0961000
CCafe355	CC1000000
CCafe355	CC10c0000
CCafe355	CC10c1000
CCafe355	CC10c1100
CCafe355	CC10c1110
CCafe355	CC2700000
CCafe355	CC2740000
CCafe355	CC2741000
CCafe355	CC3400000
CCafe355	CC3410000
CCafe355	CC3411000
CCafe356	CC0400000
CCafe356	CC0430000
CCafe356	CC0600000
CCafe356	CC06h0000
CCafe356	CC1400000
CCafe356	CC1410000
CCafe356	CC1419000
CCafe357	CC0300000
CCafe358	CC3000000
CCafe358	CC3010000
CCafe358	CC3012000
CCafe359	CC0400000
CCafe359	CC0430000
CCafe360	CC0300000
CCafe360	CC0370000
CCafe360	CC0375000
CCafe360	CC0375100
CCafe360	CC0400000
CCafe360	CC04k0000
CCafe360	CC04k1000
CCafe360	CC1800000
CCafe360	CC1870000
CCafe360	CC1871000
CCafe360	CC1871100
CCafe361	CC0100000
CCafe361	CC01f0000
CCafe362	CC0700000
CCafe362	CC07g0000
CCafe363	CC1900000
CCafe363	CC1930000
CCafe364	CC0900000
CCafe364	CC0990000
CCafe364	CC1600000
CCafe364	CC1630000
CCafe365	CC1100000
CCafe365	CC1110000
CCafe365	CC1900000
CCafe365	CC1930000
CCafe365	CC1935000
CCafe366	CC1100000
CCafe366	CC11d0000
CCafe367	CC0100000
CCafe367	CC01f0000
CCafe367	CC1200000
CCafe367	CC1260000
CCafe367	CC1263000
CCafe368	CC0100000
CCafe368	CC01p0000
CCafe368	CC01p1000
CCafe368	CC1200000
CCafe368	CC1250000
CCafe368	CC1251000
CCafe369	CC0800000
CCafe369	CC0870000
CCafe369	CC0871000
CCafe369	CC2100000
CCafe369	CC2130000
CCafe369	CC2131000
CCafe370	CC2400000
CCafe370	CC2420000
CCafe370	CC2421000
CCafe371	CC0100000
CCafe371	CC0110000
CCafe371	CC0170000
CCafe371	CC0300000
CCafe371	CC0330000
CCafe371	CC0370000
CCafe371	CC0371000
CCafe371	CC1000000
CCafe371	CC1020000
CCafe371	CC4100000
CCafe371	CC4110000
CCafe372	CC1500000
CCafe372	CC1530000
CCafe373	CC3800000
CCafe373	CC3820000
CCafe374	CC0100000
CCafe374	CC01f0000
CCafe374	CC1100000
CCafe374	CC11c0000
CCafe375	CC3100000
CCafe375	CC3120000
CCafe376	CC0400000
CCafe376	CC0430000
CCafe377	CC2400000
CCafe377	CC2460000
CCafe378	CC2400000
CCafe378	CC2420000
CCafe379	CC0100000
CCafe379	CC0130000
CCafe379	CC0138000
CCafe379	CC3300000
CCafe379	CC3330000
CCafe379	CC3331000
CCafe380	CC0100000
CCafe380	CC01f0000
CCafe380	CC3300000
CCafe380	CC3320000
CCafe381	CC0400000
CCafe381	CC04h0000
CCafe381	CC1200000
CCafe381	CC1280000
CCafe382	CC0100000
CCafe382	CC01f0000
CCafe383	CC0100000
CCafe383	CC0130000
CCafe384	CC0400000
CCafe384	CC0430000
CCafe384	CC0800000
CCafe384	CC0830000
CCafe384	CC08e0000
CCafe385	CC0100000
CCafe385	CC0130000
CCafe385	CC0600000
CCafe385	CC06d0000
CCafe385	CC1400000
CCafe385	CC1410000
CCafe385	CC1414000
CCafe386	CC0100000
CCafe386	CC01f0000
CCafe386	CC0200000
CCafe386	CC0220000
CCafe386	CC0221000
CCafe387	CC0200000
CCafe387	CC0220000
CCafe387	CC022h000
CCafe387	CC022h700
CCafe387	CC1200000
CCafe387	CC1290000
CCafe387	CC1296000
CCafe388	CC0200000
CCafe388	CC0220000
CCafe388	CC022n000
CCafe388	CC022n100
CCafe388	CC1200000
CCafe388	CC1290000
CCafe388	CC129b000
CCafe389	CC2100000
CCafe389	CC2110000
CCafe389	CC2130000
CCafe390	CC0100000
CCafe390	CC0130000
CCafe391	CC0600000
CCafe392	CC0100000
CCafe392	CC01d0000
CCafe393	CC0300000
CCafe393	CC0350000
CCafe393	CC0357000
CCafe394	CC0100000
CCafe394	CC01k0000
CCafe394	CC01k1000
CCafe395	CC2500000
CCafe395	CC2510000
CCafe396	CC1100000
CCafe396	CC1110000
CCafe398	CC1400000
CCafe398	CC1410000
CCafe398	CC1412000
CCafe399	CC0100000
CCafe399	CC01f0000
CCafe400	CC1800000
CCafe400	CC1880000
CCafe401	CC0400000
CCafe401	CC0430000
CCafe401	CC0500000
CCafe401	CC05l0000
CCafe403	CC2400000
CCafe403	CC2420000
CCafe404	CC1700000
CCafe404	CC1710000
CCafe404	CC1715000
CCafe405	CC0100000
CCafe405	CC0110000
CCafe405	CC0300000
CCafe405	CC0370000
CCafe405	CC0371000
CCafe405	CC1500000
CCafe405	CC1560000
CCafe407	CC2200000
CCafe407	CC2220000
CCafe408	CC1700000
CCafe408	CC1710000
CCafe408	CC1714000
CCafe409	CC0100000
CCafe409	CC0130000
CCafe411	CC3100000
CCafe411	CC3120000
CCafe413	CC1700000
CCafe413	CC1710000
CCafe413	CC1715000
CCafe414	CC0700000
CCafe414	CC0720000
CCafe415	CC0200000
CCafe415	CC0220000
CCafe415	CC0222000
CCafe415	CC0300000
CCafe415	CC0320000
CCafe415	CC0321000
CCafe415	CC1600000
CCafe415	CC1610000
CCafe416	CC0400000
CCafe416	CC0430000
CCafe416	CC1700000
CCafe416	CC1710000
CCafe416	CC1715000
CCafe417	CC0400000
CCafe417	CC0410000
CCafe417	CC0430000
CCafe417	CC0450000
CCafe418	CC0400000
CCafe418	CC0410000
CCafe418	CC1900000
CCafe418	CC1930000
CCafe419	CC1700000
CCafe419	CC1710000
CCafe419	CC1711000
CCafe419	CC1715000
CCafe420	CC1500000
CCafe420	CC1590000
CCafe420	CC2200000
CCafe420	CC2220000
CCafe421	CC0100000
CCafe421	CC0130000
CCafe422	CC0700000
CCafe422	CC07d0000
CCafe422	CC2000000
CCafe422	CC2020000
CCafe423	CC1100000
CCafe423	CC1130000
CCafe424	CC0700000
CCafe424	CC07b0000
CCafe425	CC0600000
CCafe425	CC0650000
CCafe425	CC1100000
CCafe426	CC0300000
CCafe426	CC0350000
CCafe426	CC0352000
CCafe426	CC0359000
CCafe427	CC0200000
CCafe427	CC0220000
CCafe427	CC022i000
CCafe427	CC1600000
CCafe427	CC1610000
CCafe427	CC3300000
CCafe427	CC3320000
CCafe428	CC0100000
CCafe428	CC01v0000
CCafe428	CC0200000
CCafe428	CC0220000
CCafe428	CC022m000
CCafe429	CC0500000
CCafe429	CC05j0000
CCafe430	CC0400000
CCafe430	CC0430000
CCafe430	CC0435000
CCafe430	CC0900000
CCafe430	CC09a0000
CCafe430	CC09a1000
CCafe431	CC0100000
CCafe431	CC0130000
CCafe431	CC01a0000
CCafe432	CC0800000
CCafe432	CC0860000
CCafe432	CC2000000
CCafe432	CC2070000
CCafe432	CC2100000
CCafe432	CC2140000
CCafe433	CC1100000
CCafe433	CC1110000
CCafe434	CC1200000
CCafe434	CC1290000
CCafe435	CC0100000
CCafe435	CC01h0000
CCafe436	CC0400000
CCafe436	CC0430000
CCafe437	CC0100000
CCafe437	CC0130000
CCafe438	CC0100000
CCafe438	CC01f0000
CCafe439	CC1100000
CCafe439	CC1130000
CCafe440	CC0100000
CCafe440	CC0130000
CCafe441	CC1500000
CCafe441	CC1590000
CCafe442	CC1700000
CCafe442	CC1710000
CCafe442	CC1715000
CCafe443	CC0600000
CCafe444	CC0100000
CCafe444	CC0130000
CCafe444	CC0140000
CCafe445	CC0100000
CCafe445	CC01f0000
CCafe445	CC01fc000
CCafe445	CC0300000
CCafe445	CC0370000
CCafe445	CC0373000
CCafe445	CC1100000
CCafe445	CC11d0000
CCafe445	CC11d4000
CCafe445	CC3800000
CCafe445	CC3820000
CCafe445	CC3821000
CCafe445	CC3821200
CCafe445	CC3900000
CCafe445	CC3920000
CCafe446	CC1100000
CCafe447	CC0300000
CCafe447	CC0350000
CCafe447	CC0359000
CCafe448	CC0600000
CCafe448	CC0640000
CCafe449	CC1500000
CCafe449	CC1590000
CCafe450	CC0100000
CCafe450	CC01f0000
CCafe450	CC0400000
CCafe450	CC0430000
CCafe451	CC1000000
CCafe451	CC10c0000
CCafe451	CC10c2000
CCafe451	CC10c2200
CCafe452	CC0400000
CCafe452	CC0430000
CCafe452	CC0432000
CCafe452	CC0700000
CCafe452	CC07c0000
CCafe452	CC07c1000
CCafe453	CC0300000
CCafe453	CC0350000
CCafe453	CC035d000
CCafe454	CC0100000
CCafe454	CC0130000
CCafe455	CC0100000
CCafe455	CC0130000
CCafe455	CC0300000
CCafe455	CC0350000
CCafe455	CC0355000
CCafe456	CC2300000
CCafe456	CC2310000
CCafe456	CC3800000
CCafe456	CC3820000
CCafe456	CC3900000
CCafe456	CC3910000
CCafe457	CC0800000
CCafe457	CC08a0000
CCafe458	CC1100000
CCafe458	CC11d0000
CCafe458	CC11d6000
CCafe458	CC2300000
CCafe458	CC2350000
CCafe458	CC2353000
CCafe459	CC0100000
CCafe459	CC01f0000
CCafe459	CC0400000
CCafe459	CC0430000
CCafe459	CC0436000
CCafe459	CC1200000
CCafe459	CC1260000
CCafe459	CC1261000
CCafe460	CC0100000
CCafe460	CC01f0000
CCafe460	CC01f1000
CCafe460	CC0300000
CCafe460	CC0350000
CCafe460	CC0359000
CCafe460	CC0400000
CCafe460	CC0430000
CCafe460	CC0431000
CCafe461	CC1700000
CCafe461	CC1710000
CCafe461	CC1715000
CCafe462	CC1500000
CCafe462	CC1510000
CCafe463	CC1000000
CCafe463	CC10b0000
CCafe463	CC10b2000
CCafe463	CC1700000
CCafe463	CC1710000
CCafe463	CC1712000
CCafe464	CC0200000
CCafe464	CC0220000
CCafe464	CC022h000
CCafe464	CC022h700
CCafe464	CC1200000
CCafe464	CC1290000
CCafe464	CC1296000
CCafe465	CC0100000
CCafe465	CC0130000
CCafe465	CC0170000
CCafe465	CC4100000
CCafe465	CC4110000
CCafe466	CC0500000
CCafe466	CC05m0000
CCafe466	CC05m1000
CCafe467	CC0700000
CCafe467	CC07b0000
CCafe467	CC07b1000
CCafe467	CC2400000
CCafe467	CC2420000
CCafe467	CC2424000
CCafe468	CC2400000
CCafe468	CC2420000
CCafe469	CC0400000
CCafe469	CC0430000
CCafe469	CC2400000
CCafe469	CC2420000
CCafe470	CC2000000
CCafe470	CC2070000
CCafe470	CC2100000
CCafe470	CC2140000
CCafe470	CC2150000
CCafe471	CC0100000
CCafe471	CC01f0000
CCafe472	CC0400000
CCafe472	CC0430000
CCafe472	CC0436000
CCafe472	CC1000000
CCafe472	CC10c0000
CCafe472	CC10c1000
CCafe472	CC10c1100
CCafe472	CC1200000
CCafe472	CC1260000
CCafe472	CC1261000
CCafe472	CC2200000
CCafe472	CC2210000
CCafe472	CC3400000
CCafe472	CC3410000
CCafe473	CC0100000
CCafe473	CC01f0000
CCafe473	CC1500000
CCafe473	CC1510000
CCafe474	CC0900000
CCafe474	CC0970000
CCafe475	CC1000000
CCafe475	CC10c0000
CCafe475	CC10c2000
CCafe475	CC1500000
CCafe475	CC1510000
CCafe476	CC0300000
CCafe476	CC0340000
CCafe476	CC0344000
CCafe477	CC0300000
CCafe477	CC0340000
CCafe477	CC0344000
CCafe478	CC0100000
CCafe478	CC0130000
CCafe478	CC01a0000
CCafe479	CC0100000
CCafe479	CC0130000
CCafe480	CC0100000
CCafe480	CC0130000
CCafe480	CC0200000
CCafe480	CC0220000
CCafe480	CC022h000
CCafe480	CC022h500
CCafe480	CC0300000
CCafe480	CC0370000
CCafe480	CC0379000
CCafe481	CC0400000
CCafe481	CC0410000
CCafe482	CC0900000
CCafe482	CC0930000
CCafe482	CC1500000
CCafe482	CC1590000
CCafe483	CC0300000
CCafe483	CC0350000
CCafe483	CC0353000
CCafe484	CC0100000
CCafe484	CC01f0000
CCafe485	CC0400000
CCafe485	CC0430000
CCafe485	CC0432000
CCafe485	CC0700000
CCafe485	CC07c0000
CCafe485	CC07c1000
CCafe486	CC0100000
CCafe486	CC0130000
CCafe487	CC0500000
CCafe487	CC0550000
CCafe487	CC0551000
CCafe487	CC05q0000
CCafe487	CC05q1000
CCafe488	CC0100000
CCafe488	CC01f0000
CCafe489	CC1100000
CCafe489	CC1170000
CCafe489	CC1200000
CCafe489	CC1210000
CCafe490	CC1400000
CCafe490	CC1410000
CCafe490	CC1417000
CCafe492	CC0100000
CCafe492	CC01f0000
CCafe492	CC01f8000
CCafe492	CC0400000
CCafe492	CC0430000
CCafe492	CC0700000
CCafe492	CC0790000
CCafe493	CC0100000
CCafe493	CC01f0000
CCafe494	CC0400000
CCafe494	CC0430000
CCafe494	CC0600000
CCafe494	CC06c0000
CCafe494	CC1400000
CCafe494	CC1410000
CCafe494	CC1412000
CCafe494	CC1413000
CCafe495	CC0800000
CCafe495	CC0870000
CCafe495	CC0871000
CCafe495	CC2100000
CCafe495	CC2130000
CCafe495	CC2131000
CCafe496	CC0100000
CCafe496	CC01f0000
CCafe497	CC0500000
CCafe497	CC05u0000
CCafe498	CC2200000
CCafe498	CC2220000
CCafe498	CC2222000
CCafe499	CC0100000
CCafe499	CC0180000
CCafe499	CC1400000
CCafe499	CC1410000
CCafe499	CC1411000
CCafe500	CC0400000
CCafe500	CC0430000
CCafe501	CC0300000
CCafe501	CC0350000
CCafe501	CC2100000
CCafe501	CC2160000
CCafe502	CC0100000
CCafe502	CC01b0000
CCafe503	CC1200000
CCafe503	CC1270000
CCafe505	CC0100000
CCafe505	CC01f0000
CCafe506	CC0100000
CCafe506	CC01f0000
CCafe506	CC1200000
CCafe506	CC1260000
CCafe507	CC0400000
CCafe507	CC0430000
CCafe509	CC0500000
CCafe509	CC0590000
CCafe509	CC0700000
CCafe509	CC0740000
CCafe509	CC2300000
CCafe509	CC2350000
CCafe510	CC0100000
CCafe510	CC01f0000
CCafe510	CC1600000
CCafe510	CC1610000
CCafe510	CC1614000
CCafe512	CC0100000
CCafe512	CC01c0000
CCafe513	CC3000000
CCafe513	CC3020000
CCafe514	CC0100000
CCafe514	CC01f0000
CCafe514	CC1500000
CCafe514	CC1510000
CCafe515	CC0200000
CCafe515	CC0220000
CCafe515	CC0226000
CCafe515	CC0230000
CCafe515	CC0233000
CCafe515	CC1300000
CCafe515	CC1330000
CCafe516	CC0100000
CCafe516	CC01f0000
CCafe516	CC1000000
CCafe516	CC1030000
CCafe517	CC0100000
CCafe517	CC01u0000
CCafe518	CC0100000
CCafe518	CC01q0000
CCafe519	CC2200000
CCafe520	CC1000000
CCafe520	CC10b0000
CCafe520	CC10b1000
CCafe520	CC10b1400
CCafe520	CC1800000
CCafe520	CC1830000
CCafe520	CC1860000
CCafe521	CC1500000
CCafe521	CC1510000
CCafe521	CC1700000
CCafe521	CC1710000
CCafe521	CC1711000
CCafe522	CC0100000
CCafe522	CC01f0000
CCafe523	CC0400000
CCafe523	CC0430000
CCafe523	CC0800000
CCafe523	CC08b0000
CCafe524	CC0400000
CCafe524	CC0430000
CCafe525	CC0400000
CCafe525	CC04b0000
CCafe525	CC04b1000
CCafe525	CC0700000
CCafe525	CC07h0000
CCafe525	CC07h2000
CCafe526	CC0100000
CCafe526	CC01f0000
CCafe526	CC0800000
CCafe526	CC0860000
CCafe526	CC0861000
CCafe526	CC2100000
CCafe526	CC2120000
CCafe526	CC2121000
CCafe527	CC0200000
CCafe527	CC0220000
CCafe527	CC0227000
CCafe527	CC0227100
CCafe527	CC1300000
CCafe527	CC1340000
CCafe527	CC1341000
CCafe527	CC2400000
CCafe527	CC2410000
CCafe527	CC2412000
CCafe528	CC0300000
CCafe528	CC0340000
CCafe528	CC0344000
CCafe529	CC0100000
CCafe529	CC0130000
CCafe530	CC4200000
CCafe531	CC0400000
CCafe531	CC04t0000
CCafe532	CC0100000
CCafe532	CC01f0000
CCafe533	CC0400000
CCafe533	CC0430000
CCafe535	CC0800000
CCafe535	CC0820000
CCafe535	CC3800000
CCafe536	CC0100000
CCafe536	CC0130000
CCafe536	CC1500000
CCafe536	CC1540000
CCafe537	CC0700000
CCafe537	CC07e0000
CCafe537	CC07e2000
CCafe537	CC1700000
CCafe537	CC1710000
CCafe537	CC1714000
CCafe537	CC1714100
CCafe538	CC0400000
CCafe538	CC0430000
