cafeId	openDate	oneHourFee	closedDate	Age	sYear	sMonth	eYear	eMonth	nofXfollower
CCafe345	202312	4500	c	0.921	2023.0	12.0	2024.0	11.0	350.0
CCafe346	202310	unknown	c	1.09	2023.0	10.0	2024.0	11.0	218.0
CCafe347	202402	3500	c	0.751	2024.0	2.0	2024.0	11.0	246.0
CCafe348	202312	unknown	c	0.921	2023.0	12.0	2024.0	11.0	444.0
CCafe349	202301	unknown	c	1.84	2023.0	1.0	2024.0	11.0	65.0
CCafe350	202110	3000	c	3.09	2021.0	10.0	2024.0	11.0	860.0
CCafe351	202312	3850	c	0.921	2023.0	12.0	2024.0	11.0	245.0
CCafe352	202312	3600	c	0.921	2023.0	12.0	2024.0	11.0	97.0
CCafe353	202403	unknown	c	0.671	2024.0	3.0	2024.0	11.0	231.0
CCafe354	202309	4125	c	1.17	2023.0	9.0	2024.0	11.0	37.0
CCafe355	202309	unknown	c	1.17	2023.0	9.0	2024.0	11.0	188.0
CCafe356	202311	5400	c	1.0	2023.0	11.0	2024.0	11.0	609.0
CCafe357	202401	5445	c	0.836	2024.0	1.0	2024.0	11.0	953.0
CCafe358	202309	4400	c	1.17	2023.0	9.0	2024.0	11.0	543.0
CCafe359	202310	4687	c	1.09	2023.0	10.0	2024.0	11.0	185.0
CCafe360	202207	3000	c	2.34	2022.0	7.0	2024.0	11.0	303.0
CCafe361	202309	3000	c	1.17	2023.0	9.0	2024.0	11.0	319.0
CCafe362	リンク切れ	6000	c						
CCafe363	202402	5400	c	0.751	2024.0	2.0	2024.0	11.0	708.0
CCafe364	202403	2400	c	0.671	2024.0	3.0	2024.0	11.0	493.0
CCafe365	リンク切れ	unknown	c						
CCafe366	202306	2750	c	1.42	2023.0	6.0	2024.0	11.0	347.0
CCafe367	リンク切れ	unknown	c						
CCafe368	202309	unknown	c	1.17	2023.0	9.0	2024.0	11.0	553.0
CCafe369	リンク切れ	4950	c						
CCafe370	202309	3000	c	1.17	2023.0	9.0	2024.0	11.0	176.0
CCafe371	202404	2500	c	0.586	2024.0	4.0	2024.0	11.0	718.0
CCafe372	202308	3000	c	1.25	2023.0	8.0	2024.0	11.0	463.0
CCafe373	202307	unknown	c	1.34	2023.0	7.0	2024.0	11.0	866.0
CCafe374	202211	unknown	c	2.0	2022.0	11.0	2024.0	11.0	253.0
CCafe375	202306	3000	c	1.42	2023.0	6.0	2024.0	11.0	22000.0
CCafe376	202309	unknown	c	1.17	2023.0	9.0	2024.0	11.0	1654.0
CCafe377	202304	2750	c	1.59	2023.0	4.0	2024.0	11.0	50.0
CCafe378	202301	3600	c	1.84	2023.0	1.0	2024.0	11.0	309.0
CCafe379	202107	6300	c	3.34	2021.0	7.0	2024.0	11.0	140.0
CCafe380	202112	4320	c	2.92	2021.0	12.0	2024.0	11.0	275.0
CCafe381	202304	4200	c	1.59	2023.0	4.0	2024.0	11.0	262.0
CCafe382	202303	3300	c	1.67	2023.0	3.0	2024.0	11.0	721.0
CCafe383	201905	unknown	c	5.51	2019.0	5.0	2024.0	11.0	965.0
CCafe384	202307	4800	c	1.34	2023.0	7.0	2024.0	11.0	1486.0
CCafe385	202303	3600	c	1.67	2023.0	3.0	2024.0	11.0	1340.0
CCafe386	202302	unknown	c	1.75	2023.0	2.0	2024.0	11.0	18.0
CCafe387	202202	3000	c	2.75	2022.0	2.0	2024.0	11.0	339.0
CCafe388	202103	3600	202407	3.34	2021.0	3.0	2024.0	7.0	211.0
CCafe389	202404	5400	c	0.586	2024.0	4.0	2024.0	11.0	835.0
CCafe390	201911	unknown	c	5.01	2019.0	11.0	2024.0	11.0	1398.0
CCafe391	202203	2800	c	2.67	2022.0	3.0	2024.0	11.0	1229.0
CCafe392	202306	4320	202310	0.334	2023.0	6.0	2023.0	10.0	280.0
CCafe393	202304	2750	c	1.59	2023.0	4.0	2024.0	11.0	177.0
CCafe394	202010	unknown	c	4.09	2020.0	10.0	2024.0	11.0	66000.0
CCafe395	202210	3600	c	2.09	2022.0	10.0	2024.0	11.0	9471.0
CCafe396	リンク切れ	unknown	c						リンク切れ
CCafe397	202205	unknown	c	2.51	2022.0	5.0	2024.0	11.0	616.0
CCafe398	202205	2200	202310	1.42	2022.0	5.0	2023.0	10.0	665.0
CCafe399	202209	2970	c	2.17	2022.0	9.0	2024.0	11.0	1260.0
CCafe400	202106	unknown	c	3.42	2021.0	6.0	2024.0	11.0	443.0
CCafe401	202302	3600	c	1.75	2023.0	2.0	2024.0	11.0	4362
CCafe402	リンク切れ	unknown	c						
CCafe403	202212	2000	c	1.92	2022.0	12.0	2024.0	11.0	216.0
CCafe404	202212	3000	c	1.92	2022.0	12.0	2024.0	11.0	297.0
CCafe405	202211	unknown	c	2.0	2022.0	11.0	2024.0	11.0	リンク切れ
CCafe406	202208	unknown	c	2.25	2022.0	8.0	2024.0	11.0	552.0
CCafe407	202202	unknown	c	2.75	2022.0	2.0	2024.0	11.0	1435.0
CCafe408	202212	unknown	c	1.92	2022.0	12.0	2024.0	11.0	1175.0
CCafe409	リンク切れ	unknown	c						リンク切れ
CCafe410	リンク切れ	unknown	c						
CCafe411	202211	3300	c	2.0	2022.0	11.0	2024.0	11.0	5143
CCafe412	202103	unknown	202409	3.51	2021.0	3.0	2024.0	9.0	994.0
CCafe413	202109	unknown	c	3.17	2021.0	9.0	2024.0	11.0	229.0
CCafe414	202207	unknown	c	2.34	2022.0	7.0	2024.0	11.0	1203.0
CCafe415	202207	2750	c	2.34	2022.0	7.0	2024.0	11.0	3792.0
CCafe416	202110	unknown	c	3.09	2021.0	10.0	2024.0	11.0	1009.0
CCafe417	202210	5200	202407	1.75	2022.0	10.0	2024.0	7.0	155.0
CCafe418	202007	unknown	c	4.34	2020.0	7.0	2024.0	11.0	173.0
CCafe419	リンク切れ	5400	c						
CCafe420	202212	4356	c	1.92	2022.0	12.0	2024.0	11.0	377.0
CCafe421	リンク切れ	unknown	c						
CCafe422	リンク切れ	unknown	c						
CCafe423	202211	unknown	202305	0.496	2022.0	11.0	2023.0	5.0	199.0
CCafe424	202209	unknown	c	2.17	2022.0	9.0	2024.0	11.0	1770.0
CCafe425	202211	unknown	c	2.0	2022.0	11.0	2024.0	11.0	21.0
CCafe426	リンク切れ	2200	c						
CCafe427	202209	unknown	c	2.17	2022.0	9.0	2024.0	11.0	2159.0
CCafe428	202211	5000	c	2.0	2022.0	11.0	2024.0	11.0	70.0
CCafe429	202211	2000	c	2.0	2022.0	11.0	2024.0	11.0	1271.0
CCafe430	202212	unknown	c	1.92	2022.0	12.0	2024.0	11.0	410.0
CCafe431	202110	unknown	c	3.09	2021.0	10.0	2024.0	11.0	640.0
CCafe432	202212	2000	202401	1.08	2022.0	12.0	2024.0	1.0	137.0
CCafe433	202211	4500	c	2.0	2022.0	11.0	2024.0	11.0	973.0
CCafe434	202210	2500	202303	0.414	2022.0	10.0	2023.0	3.0	70.0
CCafe435	202110	unknown	c	3.09	2021.0	10.0	2024.0	11.0	78.0
CCafe436	202110	unknown	c	3.09	2021.0	10.0	2024.0	11.0	1345.0
CCafe437	201703	2200	c	7.68	2017.0	3.0	2024.0	11.0	2938.0
CCafe438	202112	unknown	c	2.92	2021.0	12.0	2024.0	11.0	5958.0
CCafe439	202211	unknown	202305	0.496	2022.0	11.0	2023.0	5.0	199.0
CCafe440	202007	unknown	202405	3.84	2020.0	7.0	2024.0	5.0	
CCafe441	202012	3000	c	3.92	2020.0	12.0	2024.0	11.0	1448.0
CCafe442	202309	unknown	c	1.17	2023.0	9.0	2024.0	11.0	6036.0
CCafe443	202111	unknown	202206	0.581	2021.0	11.0	2022.0	6.0	122.0
CCafe444	202209	3000	202307	0.83	2022.0	9.0	2023.0	7.0	1206.0
CCafe445	202208	unknown	c	2.25	2022.0	8.0	2024.0	11.0	1380.0
CCafe446	202109	3600	c	3.17	2021.0	9.0	2024.0	11.0	1424.0
CCafe447	202206	3333	c	2.42	2022.0	6.0	2024.0	11.0	1419.0
CCafe448	202110	4500	c	3.09	2021.0	10.0	2024.0	11.0	437.0
CCafe449	202211	2200	c	2.0	2022.0	11.0	2024.0	11.0	1108.0
CCafe450	202111	5625	c	3.0	2021.0	11.0	2024.0	11.0	623.0
CCafe451	202207	2600	c	2.34	2022.0	7.0	2024.0	11.0	
CCafe452	201809	3900	c	6.17	2018.0	9.0	2024.0	11.0	281.0
CCafe453	202101	2200	202301	2.0	2021.0	1.0	2023.0	1.0	933.0
CCafe454	202207	3500	c	2.34	2022.0	7.0	2024.0	11.0	61.0
CCafe455	202206	3000	c	2.42	2022.0	6.0	2024.0	11.0	778.0
CCafe456	202209	5445	c	2.17	2022.0	9.0	2024.0	11.0	531.0
CCafe457	202206	unknown	c	2.42	2022.0	6.0	2024.0	11.0	423.0
CCafe458	202202	unknown	c	2.75	2022.0	2.0	2024.0	11.0	288.0
CCafe459	202109	5400	c	3.17	2021.0	9.0	2024.0	11.0	2268.0
CCafe460	リンク切れ	unknown	c						
CCafe461	202203	unknown	c	2.67	2022.0	3.0	2024.0	11.0	722.0
CCafe462	リンク切れ	unknown	c						
CCafe463	200106	unknown	c	23.4	2001.0	6.0	2024.0	11.0	4065.0
CCafe464	202202	4500	c	2.75	2022.0	2.0	2024.0	11.0	340.0
CCafe465	201805	unknown	c	6.51	2018.0	5.0	2024.0	11.0	1367.0
CCafe466	202202	3600	c	2.75	2022.0	2.0	2024.0	11.0	1843.0
CCafe467	202201	1650	202204	0.247	2022.0	1.0	2022.0	4.0	51.0
CCafe468	202202	4000	c	2.75	2022.0	2.0	2024.0	11.0	1366.0
CCafe469	202302	unknown	202305	0.244	2023.0	2.0	2023.0	5.0	5.0
CCafe470	202110	3300	c	3.09	2021.0	10.0	2024.0	11.0	2210.0
CCafe471	202108	2000	c	3.25	2021.0	8.0	2024.0	11.0	1741.0
CCafe472	202112	unknown	c	2.92	2021.0	12.0	2024.0	11.0	2706.0
CCafe473	202201	1500	c	2.84	2022.0	1.0	2024.0	11.0	2189.0
CCafe474	202007	unknown	c	4.34	2020.0	7.0	2024.0	11.0	139.0
CCafe475	202011	unknown	c	4.0	2020.0	11.0	2024.0	11.0	421.0
CCafe476	202007	2000	c	4.34	2020.0	7.0	2024.0	11.0	816.0
CCafe477	202112	3300	c	2.92	2021.0	12.0	2024.0	11.0	1903.0
CCafe478	リンク切れ	unknown	c						
CCafe479	202003	3300	202403	4.0	2020.0	3.0	2024.0	3.0	2027.0
CCafe480	202111	unknown	c	3.0	2021.0	11.0	2024.0	11.0	14.0
CCafe481	202111	unknown	c	3.0	2021.0	11.0	2024.0	11.0	298.0
CCafe482	202112	3300	c	2.92	2021.0	12.0	2024.0	11.0	2614.0
CCafe483	202111	unknown	c	3.0	2021.0	11.0	2024.0	11.0	61.0
CCafe484	リンク切れ	3000	202208						
CCafe485	202208	3300	c	2.25	2022.0	8.0	2024.0	11.0	842.0
CCafe486	202110	3000	202207	0.748	2021.0	10.0	2022.0	7.0	413.0
CCafe487	202105	4200	c	3.51	2021.0	5.0	2024.0	11.0	298.0
CCafe488	202111	3300	202402	2.25	2021.0	11.0	2024.0	2.0	1306.0
CCafe489	202110	unknown	202207	0.748	2021.0	10.0	2022.0	7.0	407.0
CCafe490	202110	3000	202404	2.5	2021.0	10.0	2024.0	4.0	1292
CCafe491	202206	3600	c	2.42	2022.0	6.0	2024.0	11.0	336.0
CCafe492	202108	3600	c	3.25	2021.0	8.0	2024.0	11.0	1322.0
CCafe493	202108	2800	c	3.25	2021.0	8.0	2024.0	11.0	565.0
CCafe494	202204	3500	c	2.59	2022.0	4.0	2024.0	11.0	1008.0
CCafe495	202111	2000	c	3.0	2021.0	11.0	2024.0	11.0	1602.0
CCafe496	202109	1000	c	3.17	2021.0	9.0	2024.0	11.0	1421.0
CCafe497	202104	3300	c	3.59	2021.0	4.0	2024.0	11.0	273.0
CCafe498	リンク切れ	5400	c						
CCafe499	202208	unknown	c	2.25	2022.0	8.0	2024.0	11.0	7.0
CCafe500	202107	unknown	c	3.34	2021.0	7.0	2024.0	11.0	18.0
CCafe501	202108	2000	c	3.25	2021.0	8.0	2024.0	11.0	2034.0
CCafe502	202106	unknown	c	3.42	2021.0	6.0	2024.0	11.0	46.0
CCafe503	リンク切れ	unknown	c						リンク切れ
CCafe504	リンク切れ	unknown	c						
CCafe505	202107	unknown	c	3.34	2021.0	7.0	2024.0	11.0	2357.0
CCafe506	202105	unknown	c	3.51	2021.0	5.0	2024.0	11.0	878.0
CCafe507	200908	4025	c	15.3	2009.0	8.0	2024.0	11.0	267
CCafe508	リンク切れ	unknown	c						
CCafe509	202008	3375	c	4.25	2020.0	8.0	2024.0	11.0	629.0
CCafe510	201611	2500	c	8.01	2016.0	11.0	2024.0	11.0	1921
CCafe511	リンク切れ	unknown	c						
CCafe512	リンク切れ	unknown	c						
CCafe513	リンク切れ	4950	c						
CCafe514	202105	unknown	c	3.51	2021.0	5.0	2024.0	11.0	1669.0
CCafe515	202104	3833	c	3.59	2021.0	4.0	2024.0	11.0	243.0
CCafe516	202106	2062	c	3.42	2021.0	6.0	2024.0	11.0	1490.0
CCafe517	202010	3600	202304	2.5	2020.0	10.0	2023.0	4.0	406.0
CCafe518	201307	unknown	c	11.3	2013.0	7.0	2024.0	11.0	3375.0
CCafe519	201909	3080	c	5.17	2019.0	9.0	2024.0	11.0	1152.0
CCafe520	201709	unknown	c	7.17	2017.0	9.0	2024.0	11.0	6739.0
CCafe521	202005	unknown	c	4.51	2020.0	5.0	2024.0	11.0	10000.0
CCafe522	201810	unknown	c	6.09	2018.0	10.0	2024.0	11.0	237.0
CCafe523	202012	unknown	c	3.92	2020.0	12.0	2024.0	11.0	47.0
CCafe524	202011	unknown	c	4.0	2020.0	11.0	2024.0	11.0	1089.0
CCafe525	202103	3600	c	3.67	2021.0	3.0	2024.0	11.0	
CCafe526	202006	2480	c	4.42	2020.0	6.0	2024.0	11.0	1007.0
CCafe527	202103	3300	202201	0.838	2021.0	3.0	2022.0	1.0	219.0
CCafe528	201910	3300	c	5.09	2019.0	10.0	2024.0	11.0	3846.0
CCafe529	201811	3000	c	6.01	2018.0	11.0	2024.0	11.0	2930.0
CCafe530	200512	unknown	c	18.9	2005.0	12.0	2024.0	11.0	4260.0
CCafe531	202008	unknown	202403	3.58	2020.0	8.0	2024.0	3.0	2377.0
CCafe532	202002	2800	c	4.75	2020.0	2.0	2024.0	11.0	619.0
CCafe533	202008	3000	c	4.25	2020.0	8.0	2024.0	11.0	344
CCafe534	リンク切れ	unknown	c						
CCafe535	202012	2700	c	3.92	2020.0	12.0	2024.0	11.0	3403.0
CCafe536	202102	unknown	c	3.75	2021.0	2.0	2024.0	11.0	166.0
CCafe537	202009	unknown	c	4.17	2020.0	9.0	2024.0	11.0	153.0
CCafe538	202010	unknown	c	4.09	2020.0	10.0	2024.0	11.0	566.0
CCafe539	リンク切れ	unknown	c						
CCafe540	202102	unknown	c	3.75	2021.0	2.0	2024.0	11.0	8211.0
CCafe541	202101	3000	c	3.84	2021.0	1.0	2024.0	11.0	1467.0
CCafe542	202101	unknown	c	3.84	2021.0	1.0	2024.0	11.0	リンク無し
CCafe543	202010	unknown	c	4.09	2020.0	10.0	2024.0	11.0	303.0
CCafe544	201409	2750	202212	8.25	2014.0	9.0	2022.0	12.0	1915.0
CCafe545	202009	unknown	c	4.17	2020.0	9.0	2024.0	11.0	
CCafe546	202208	unknown	c	2.25	2022.0	8.0	2024.0	11.0	0.0
CCafe547	202008	2800	c	4.25	2020.0	8.0	2024.0	11.0	870.0
CCafe548	202007	4500	c	4.34	2020.0	7.0	2024.0	11.0	2236.0
CCafe549	202003	2900	c	4.67	2020.0	3.0	2024.0	11.0	759.0
CCafe550	202006	unknown	c	4.42	2020.0	6.0	2024.0	11.0	1231.0
CCafe551	202006	2000	c	4.42	2020.0	6.0	2024.0	11.0	
CCafe552	201906	1500	c	5.42	2019.0	6.0	2024.0	11.0	2863.0
CCafe553	202002	6240	c	4.75	2020.0	2.0	2024.0	11.0	5533.0
CCafe554	202006	3960	c	4.42	2020.0	6.0	2024.0	11.0	2501.0
CCafe555	201711	unknown	c	7.01	2017.0	11.0	2024.0	11.0	
CCafe556	202006	4242	c	4.42	2020.0	6.0	2024.0	11.0	398.0
CCafe557	201912	unknown	c	4.92	2019.0	12.0	2024.0	11.0	131.0
CCafe558	201906	3150	c	5.42	2019.0	6.0	2024.0	11.0	11000.0
CCafe559	202002	4356	c	4.75	2020.0	2.0	2024.0	11.0	1707.0
CCafe560	リンク切れ	unknown	c						
CCafe561	201710	3600	202408	6.84	2017.0	10.0	2024.0	8.0	306.0
CCafe562	202003	2800	c	4.67	2020.0	3.0	2024.0	11.0	5526.0
CCafe563	リンク切れ	unknown	c						
CCafe564	202003	unknown	202005	0.167	2020.0	3.0	2020.0	5.0	
CCafe565	201911	unknown	c	5.01	2019.0	11.0	2024.0	11.0	1093.0
CCafe566	201810	unknown	202312	5.17	2018.0	10.0	2023.0	12.0	1148.0
CCafe567	201912	2800	c	4.92	2019.0	12.0	2024.0	11.0	6033.0
CCafe568	201903	3500	c	5.68	2019.0	3.0	2024.0	11.0	16000.0
CCafe569	202001	3600	c	4.84	2020.0	1.0	2024.0	11.0	552.0
CCafe570	201812	3300	c	5.92	2018.0	12.0	2024.0	11.0	4784.0
CCafe571	201708	3630	c	7.26	2017.0	8.0	2024.0	11.0	3994.0
CCafe572	201907	3509	c	5.34	2019.0	7.0	2024.0	11.0	492.0
CCafe573	リンク切れ	3454	c						
CCafe574	リンク切れ	2750	c						
CCafe575	201705	unknown	c	7.51	2017.0	5.0	2024.0	11.0	645.0
CCafe576	リンク切れ	unknown	c						
CCafe577	リンク切れ	unknown	c						
CCafe578	リンク切れ	unknown	c						
CCafe579	201810	2750	c	6.09	2018.0	10.0	2024.0	11.0	8020.0
CCafe580	201909	4000	202101	1.34	2019.0	9.0	2021.0	1.0	417.0
CCafe581	201912	2750	c	4.92	2019.0	12.0	2024.0	11.0	1314.0
CCafe582	201903	unknown	c	5.68	2019.0	3.0	2024.0	11.0	4523.0
CCafe583	202207	unknown	c	2.34	2022.0	7.0	2024.0	11.0	2871.0
CCafe584	201909	unknown	c	5.17	2019.0	9.0	2024.0	11.0	850.0
CCafe585	201905	unknown	202005	1.0	2019.0	5.0	2020.0	5.0	
CCafe586	201904	3300	c	5.59	2019.0	4.0	2024.0	11.0	9619.0
CCafe587	201905	unknown	c	5.51	2019.0	5.0	2024.0	11.0	
CCafe588	201901	3000	c	5.84	2019.0	1.0	2024.0	11.0	2014.0
CCafe589	201806	3300	c	6.42	2018.0	6.0	2024.0	11.0	663.0
CCafe590	201812	2750	202002	1.17	2018.0	12.0	2020.0	2.0	
CCafe591	リンク切れ	3600	c						
CCafe592	201802	2000	c	6.75	2018.0	2.0	2024.0	11.0	
CCafe593	リンク切れ	unknown	c						
CCafe594	201810	unknown	c	6.09	2018.0	10.0	2024.0	11.0	2212.0
CCafe595	201807	unknown	c	6.34	2018.0	7.0	2024.0	11.0	
CCafe596	リンク切れ	unknown	c						
CCafe597	201709	unknown	c	7.17	2017.0	9.0	2024.0	11.0	6739.0
CCafe598	201708	3111	c	7.26	2017.0	8.0	2024.0	11.0	2258.0
CCafe599	201709	unknown	202011	3.17	2017.0	9.0	2020.0	11.0	1101.0
CCafe600	リンク切れ	unknown	c						
CCafe601	201602	1980	c	8.76	2016.0	2.0	2024.0	11.0	3636.0
CCafe602	リンク切れ	unknown	c						
CCafe603	リンク切れ	unknown	c						
CCafe604	201607	3410	c	8.34	2016.0	7.0	2024.0	11.0	
CCafe605	201611	2900	c	8.01	2016.0	11.0	2024.0	11.0	443.0
CCafe606	201607	2750	c	8.34	2016.0	7.0	2024.0	11.0	3380.0
CCafe607	200408	2000	c	20.3	2004.0	8.0	2024.0	11.0	1012.0
CCafe608	201608	unknown	c	8.26	2016.0	8.0	2024.0	11.0	3371.0
CCafe609	201608	3726	202002	3.5	2016.0	8.0	2020.0	2.0	661.0
CCafe610	201603	2200	201803	2.0	2016.0	3.0	2018.0	3.0	
CCafe611	202208	2300	c	2.25	2022.0	8.0	2024.0	11.0	2085.0
CCafe612	201510	1942	c	9.09	2015.0	10.0	2024.0	11.0	9333.0
CCafe613	201501	2800	c	9.84	2015.0	1.0	2024.0	11.0	5684.0
CCafe614	201512	unknown	201809	2.75	2015.0	12.0	2018.0	9.0	
CCafe615	201504	unknown	202405	9.09	2015.0	4.0	2024.0	5.0	951.0
CCafe616	201804	5250	c	6.59	2018.0	4.0	2024.0	11.0	3841.0
CCafe617	リンク切れ	3600	c						
CCafe618	201506	unknown	201802	2.67	2015.0	6.0	2018.0	2.0	
CCafe619	201511	unknown	201909	3.84	2015.0	11.0	2019.0	9.0	
CCafe620	201501	unknown	c	9.84	2015.0	1.0	2024.0	11.0	3957.0
CCafe621	リンク切れ	unknown	c						
CCafe622	201407	unknown	c	10.3	2014.0	7.0	2024.0	11.0	1316.0
CCafe623	リンク切れ	unknown	201802						
CCafe624	リンク切れ	unknown	c						
CCafe625	201311	unknown	c	11.0	2013.0	11.0	2024.0	11.0	7426.0
CCafe626	200905	unknown	202309	14.3	2009.0	5.0	2023.0	9.0	
CCafe627	201306	unknown	201811	5.42	2013.0	6.0	2018.0	11.0	
CCafe628	201305	unknown	c	11.5	2013.0	5.0	2024.0	11.0	7.0
CCafe629	201209	unknown	c	12.2	2012.0	9.0	2024.0	11.0	2090.0
CCafe630	リンク切れ	2000	c						
CCafe631	201303	unknown	c	11.7	2013.0	3.0	2024.0	11.0	5798.0
CCafe632	201211	unknown	c	12.0	2012.0	11.0	2024.0	11.0	8212.0
CCafe633	リンク切れ	5040	c						
CCafe634	リンク切れ	3000	c						
CCafe635	201004	unknown	c	14.6	2010.0	4.0	2024.0	11.0	2450.0
CCafe636	200806	2500	c	16.4	2008.0	6.0	2024.0	11.0	1804.0
CCafe637	リンク切れ	2200	c						
CCafe638	リンク切れ	6000	c						
CCafe639	リンク切れ	unknown	c						
CCafe640	200909	2800	c	15.2	2009.0	9.0	2024.0	11.0	
CCafe641	リンク切れ	2500	c						
CCafe642	リンク切れ	unknown	スパーク						
CCafe643	201111	unknown	c	13.0	2011.0	11.0	2024.0	11.0	
CCafe644	リンク切れ	unknown	c						
CCafe645	リンク切れ	3300	202308						
CCafe646	201201	unknown	c	12.8	2012.0	1.0	2024.0	11.0	6557.0
CCafe647	リンク切れ	unknown	c						
CCafe648	201112	unknown	c	12.9	2011.0	12.0	2024.0	11.0	22.0
CCafe649	201103	2980	c	13.7	2011.0	3.0	2024.0	11.0	5863.0
CCafe650	201107	unknown	201209	1.17	2011.0	7.0	2012.0	9.0	
CCafe651	201001	unknown	c	14.8	2010.0	1.0	2024.0	11.0	14000.0
CCafe652	200408	unknown	c	20.3	2004.0	8.0	2024.0	11.0	62000.0
CCafe653	200512	unknown	c	18.9	2005.0	12.0	2024.0	11.0	62000.0
CCafe654	201012	3600	c	13.9	2010.0	12.0	2024.0	11.0	2677.0
CCafe655	201001	3600	c	14.8	2010.0	1.0	2024.0	11.0	3537.0
CCafe656	200907	3600	c	15.3	2009.0	7.0	2024.0	11.0	2972.0
CCafe657	200811	3600	c	16.0	2008.0	11.0	2024.0	11.0	3024.0
CCafe658	200804	3600	c	16.6	2008.0	4.0	2024.0	11.0	4420.0
CCafe659	200506	unknown	c	19.4	2005.0	6.0	2024.0	11.0	7898.0
CCafe660	201005	unknown	c	14.5	2010.0	5.0	2024.0	11.0	653.0
CCafe661	201007	3300	c	14.3	2010.0	7.0	2024.0	11.0	4627.0
CCafe662	200909	unknown	c	15.2	2009.0	9.0	2024.0	11.0	1598.0
CCafe663	200511	unknown	c	19.0	2005.0	11.0	2024.0	11.0	1908.0
CCafe664	201009	3600	202305	12.7	2010.0	9.0	2023.0	5.0	949.0
CCafe665	200710	3500	c	17.1	2007.0	10.0	2024.0	11.0	23000.0
CCafe666	201110	3600	c	13.1	2011.0	10.0	2024.0	11.0	7244.0
CCafe667	200207	unknown	c	22.4	2002.0	7.0	2024.0	11.0	8296.0
CCafe668	200805	unknown	c	16.5	2008.0	5.0	2024.0	11.0	12000.0
CCafe669	200407	unknown	c	20.4	2004.0	7.0	2024.0	11.0	6625.0
CCafe670	200712	unknown	c	16.9	2007.0	12.0	2024.0	11.0	26000.0
